backend,benchmark,problem,circuit_type,search_mode,archive_type,descriptor_profile,generation,generation_views_available,source,candidate_id,strategy,score,quality_score,color_score,origin_pool,generated_mode,decision,inserted,replaced,cell_id,is_final_elite,area,power,eff_clk_period,tns,wns,g_A,g_P,g_T,report_path,candidate_dir,code_file_path,metrics_json_path,qd_event_path,vcd_file_path,has_qd_event,has_metrics_json,has_code_file,has_vcd_file,has_structural_metrics,has_rtl_metrics,has_graph_metrics,has_dynamic_metrics,has_physical_metrics,warning_messages,adder_ratio,arithmetic_cells,cell_count_log,comb_ratio,comb_width_log,combinational_cells,edge_per_node,ff_depth,hyper_cell_count,hyper_directed_edge_count,hyper_driven_net_count,hyper_fanout_entropy,hyper_max_fanout,hyper_max_level,hyper_max_level_delta,hyper_mean_fanout,hyper_net_count,hyper_sink_net_count,laplacian_lambda2,laplacian_spectral_entropy,log_edge_count,log_max_level,log_net_count,log_node_count,logic_depth,logic_depth_ltp,logic_depth_ltp_delta,ltp_noff,mux_cells,mux_ratio,reconv_sink_ratio,reconv_source_ratio,rent_clamped_flag,rent_confidence,rent_exponent,rent_exponent_confidence_gated,rent_graph_node_count,rent_k,rent_r2,rent_raw_sample_count,rent_retained_sample_ratio,rent_sample_count,scoap_cc0_bin_0_pct,scoap_cc0_bin_1_pct,scoap_cc0_bin_2_pct,scoap_cc0_bin_3_pct,scoap_cc1_bin_0_pct,scoap_cc1_bin_1_pct,scoap_cc1_bin_2_pct,scoap_cc1_bin_3_pct,scoap_co_bin_0_pct,scoap_co_bin_1_pct,scoap_co_bin_2_pct,scoap_co_bin_3_pct,scoap_signal_smoothness,seq_ratio,sequential_cells,share_family_inv,t11_runtime_pca_0,t11_runtime_pca_1,t11_runtime_pca_2,t11_runtime_pca_3,total_cells,utilization
classic,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution,,,2,True,generation_log,0bad86ad-5034-44d6-b7b6-3a6cc1ac2ef0,M-S,0.05279453299055512,,0.05279453299055512,,,,False,False,,False,600.0,0.0874,1.03,-15.36,-1.02,0.3877551020408163,0.026726057906458787,-0.2560975609756097,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution,,,3,True,generation_log,907e60ed-7b83-4937-b6d2-ea395a4ae3a0,M-E,-0.20203782311447038,,-0.20203782311447038,,,,False,False,,False,1036.0,0.161,0.62,-28.14,-0.61,-0.05714285714285714,-0.7928730512249442,0.2439024390243903,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution,,,3,True,generation_log,404a4666-778d-4e87-8ada-d4798963821b,C-F,-0.12875323848915957,,-0.12875323848915957,,,,False,False,,False,898.0,0.132,0.8200000000000001,-28.5,-0.81,0.0836734693877551,-0.46993318485523383,0.0,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution,,,3,True,generation_log,c00b9657-fe32-41f5-9eea-2602884db3e5,C-F,-0.22361064149707902,,-0.22361064149707902,,,,False,False,,False,1062.0,0.171,0.56,-33.31,-0.55,-0.0836734693877551,-0.9042316258351893,0.3170731707317073,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob015_multi_pipe_8bit,sequential,revolution,,,3,True,generation_log,a70a82de-7da3-498a-b190-a19fb838f4cb,M-E,-0.7052384536844777,,-0.7052384536844777,,,,False,False,,False,1620.0,0.254,0.52,-45.52,-0.51,-0.6530612244897959,-1.8285077951002227,0.3658536585365854,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,0,True,generation_log,69349ef2-bcc7-4f0d-9af7-44374ccacfbe,initial,0.017683369644153932,,0.017683369644153932,,,,False,False,,False,172.0,0.0303,0.0,0.0,0.0,-0.011764705882352941,0.06481481481481474,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,1,True,generation_log,633e8df8-8892-4811-a774-5d4d1483f060,M-R,0.40382050351004595,,0.40382050351004595,,,,False,False,,False,132.0,0.000391,0.0,0.0,0.0,0.2235294117647059,0.987932098765432,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,1,True,generation_log,e827fff9-394d-49a6-8003-39705d873047,M-R,0.35270636649721615,,0.35270636649721615,,,,False,False,,False,158.0,0.000404,0.0,0.0,0.0,0.07058823529411765,0.9875308641975308,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,2,True,generation_log,d2c0922e-0b44-4ca2-9c13-2c60e4e6988c,M-F,0.1521665456305979,,0.1521665456305979,,,,False,False,,False,169.0,0.0178,0.0,0.0,0.0,0.0058823529411764705,0.45061728395061723,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,2,True,generation_log,34b99914-a196-4849-96d0-21e1cda745bd,M-E,0.40382050351004595,,0.40382050351004595,,,,False,False,,False,132.0,0.000391,0.0,0.0,0.0,0.2235294117647059,0.987932098765432,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,2,True,generation_log,c94e0847-84cc-477a-b869-00a6198dc115,C-F,0.42087509077705154,,0.42087509077705154,,,,False,False,,False,124.0,0.000258,0.0,0.0,0.0,0.27058823529411763,0.992037037037037,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,2,True,generation_log,9ff8c791-c31c-4eb8-bb38-d86e874d938d,M-I,0.1508956669087388,,0.1508956669087388,,,,False,False,,False,124.0,0.0265,0.0,0.0,0.0,0.27058823529411763,0.18209876543209874,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,b724bb7e-d534-4289-af59-78fa419d730d,M-S,0.35264463810215446,,0.35264463810215446,,,,False,False,,False,158.0,0.00041,0.0,0.0,0.0,0.07058823529411765,0.9873456790123457,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,bb1cafe9-7ef4-4a21-bbf8-23b8037c17fc,M-E,0.03497942386831273,,0.03497942386831273,,,,False,False,,False,170.0,0.029,0.0,0.0,0.0,0.0,0.10493827160493818,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,a1f089c8-b947-41df-b54f-d2fcad662ea6,M-S,0.42087509077705154,,0.42087509077705154,,,,False,False,,False,124.0,0.000258,0.0,0.0,0.0,0.27058823529411763,0.992037037037037,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,816ffd81-facc-4cf1-a097-e3829a7f6a1e,M-S,0.16456063907044297,,0.16456063907044297,,,,False,False,,False,127.0,0.0246,0.0,0.0,0.0,0.2529411764705882,0.2407407407407407,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,c27c33b9-17e4-47cc-a672-5569e34d28a3,M-S,0.3649709513435004,,0.3649709513435004,,,,False,False,,False,151.0,0.000546,0.0,0.0,0.0,0.11176470588235295,0.9831481481481482,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,31c704e2-6e31-4014-ba7e-c45ea1ba78ab,M-S,0.16456063907044297,,0.16456063907044297,,,,False,False,,False,127.0,0.0246,0.0,0.0,0.0,0.2529411764705882,0.2407407407407407,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,9d713b25-3cda-43cc-b3c9-fe28fc9b2a6d,M-S,0.4077420721374969,,0.4077420721374969,,,,False,False,,False,130.0,0.000391,0.0,0.0,0.0,0.23529411764705882,0.987932098765432,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,12fe1050-b20a-4d2a-92bf-1cb7a8436ac0,M-S,0.42479665940450256,,0.42479665940450256,,,,False,False,,False,122.0,0.000258,0.0,0.0,0.0,0.2823529411764706,0.992037037037037,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob041_traffic_light,combinational,revolution,,,3,True,generation_log,2fc55b55-7796-4f8b-b1a8-eb9666da21fe,M-S,0.08801742919389978,,0.08801742919389978,,,,False,False,,False,144.0,0.0288,0.0,0.0,0.0,0.15294117647058825,0.11111111111111109,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,0,True,generation_log,69f3a211-8de3-45e5-beed-2f9442a8cbb0,initial,0.3729049214797293,,0.3729049214797293,,,,False,False,,False,1939.0,0.00112,0.0,0.0,0.0,0.12853932584269662,0.9901754385964913,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,0,True,generation_log,d2c2fb1f-6a28-4478-b2ca-2343c35f03dd,initial,0.3695798015638347,,0.3695798015638347,,,,False,False,,False,1961.0,0.00113,0.0,0.0,0.0,0.11865168539325843,0.9900877192982456,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,0,True,generation_log,7e5bd6f4-1243-4cce-ad26-8a8bc6ad798f,initial,0.3952782705828241,,0.3952782705828241,,,,False,False,,False,1792.0,0.001,0.0,0.0,0.0,0.1946067415730337,0.9912280701754386,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,1,True,generation_log,0e070a00-36d6-41a6-aafe-e77bb040ce04,M-I,0.3870619620211577,,0.3870619620211577,,,,False,False,,False,1847.0,0.000992,0.0,0.0,0.0,0.16988764044943822,0.991298245614035,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,1,True,generation_log,acc959bc-1bc9-49f6-adc7-97f6a54b101f,M-E,0.392358039292989,,0.392358039292989,,,,False,False,,False,1812.0,0.000974,0.0,0.0,0.0,0.1856179775280899,0.9914561403508771,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,1,True,generation_log,7bc9159b-0a18-4c88-9e50-66c932f3c492,C-F,0.3764428017609567,,0.3764428017609567,,,,False,False,,False,1918.0,0.000986,0.0,0.0,0.0,0.13797752808988764,0.9913508771929824,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,685344c0-6053-4fa0-923b-bf4289f5c2e0,M-S,0.37314107365792754,,0.37314107365792754,,,,False,False,,False,1940.0,0.000988,0.0,0.0,0.0,0.12808988764044943,0.9913333333333333,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,68edcc34-21b4-4c98-a74b-1b9d907833f8,M-R,0.36546915040410016,,0.36546915040410016,,,,False,False,,False,1990.0,0.00105,0.0,0.0,0.0,0.10561797752808989,0.9907894736842106,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,36ce8bb6-9f04-4391-9cd0-8b3a79e60cc9,M-S,0.3740669557789605,,0.3740669557789605,,,,False,False,,False,1933.0,0.00103,0.0,0.0,0.0,0.13123595505617977,0.9909649122807017,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,f24c46ad-84d3-4652-aba8-59df0226f048,M-S,0.37850285826926866,,0.37850285826926866,,,,False,False,,False,1903.0,0.00105,0.0,0.0,0.0,0.1447191011235955,0.9907894736842106,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,fa60eb0e-7c94-4936-a05f-fd3ec1af33a1,M-R,0.36825711281950196,,0.36825711281950196,,,,False,False,,False,1971.0,0.00107,0.0,0.0,0.0,0.11415730337078651,0.9906140350877193,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,2,True,generation_log,d6a4982e-b5f5-4df1-b2f8-ad22fb52695a,M-S,0.3813866219856758,,0.3813866219856758,,,,False,False,,False,1885.0,0.000986,0.0,0.0,0.0,0.15280898876404495,0.9913508771929824,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,51015748-fda0-44a2-a212-56d86e11cfb7,M-E,0.3758354688218674,,0.3758354688218674,,,,False,False,,False,1921.0,0.00104,0.0,0.0,0.0,0.13662921348314608,0.9908771929824561,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,77c07279-cbf3-4c4f-99f5-39cdebcb3a2c,M-E,0.39524903081674223,,0.39524903081674223,,,,False,False,,False,1792.0,0.00101,0.0,0.0,0.0,0.1946067415730337,0.991140350877193,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,8cd0157f-bbb2-4a0e-acac-5a95a938dd55,C-F,0.37850285826926866,,0.37850285826926866,,,,False,False,,False,1903.0,0.00105,0.0,0.0,0.0,0.1447191011235955,0.9907894736842106,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,fdb3fa3a-6628-47be-9ca1-04278699546a,M-I,0.3819537091793153,,0.3819537091793153,,,,False,False,,False,1881.0,0.000997,0.0,0.0,0.0,0.1546067415730337,0.9912543859649123,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,91ffaf93-5334-4f98-905e-60d731e7716f,M-I,0.3822738024837374,,0.3822738024837374,,,,False,False,,False,1879.0,0.00099,0.0,0.0,0.0,0.1555056179775281,0.9913157894736842,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,6e345dbb-0fab-478d-a554-4f1c1ba8e616,C-F,0.391511794467442,,0.391511794467442,,,,False,False,,False,1818.0,0.000956,0.0,0.0,0.0,0.18292134831460674,0.9916140350877193,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,c298bdc9-affa-49b7-a0b8-401a98c58940,M-I,0.39373559366581246,,0.39373559366581246,,,,False,False,,False,1803.0,0.000964,0.0,0.0,0.0,0.1896629213483146,0.9915438596491227,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,8c5e2526-b30f-448c-8887-70b0b6945155,M-I,0.38185721795124516,,0.38185721795124516,,,,False,False,,False,1881.0,0.00103,0.0,0.0,0.0,0.1546067415730337,0.9909649122807017,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic,RTLLM,Prob045_alu,combinational,revolution,,,3,True,generation_log,cb7aea8e-a876-4d2a-bfb9-747e656ef586,C-F,0.392358039292989,,0.392358039292989,,,,False,False,,False,1812.0,0.000974,0.0,0.0,0.0,0.1856179775280899,0.9914561403508771,,,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
