split,corpus,descriptor_family,method,seed,problem_id,representation,novelty_parent_fraction,quality_floor_value,valid_ppa_count,selected_count,valid_ppa_coverage_delta,unique_canonical_netlists,unique_motif_signatures,unique_style_clusters,pareto_size,hypervolume,best_fitness,mean_fitness
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,rich_ae16,0.25,0.34706660204929374,181,46,0.0,0,0,3,23,0.2592661312655774,0.6273615342010523,0.5954222303830083
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob002_adder_16bit,rich_ae16,0.5,0.34706660204929374,181,46,0.0,0,0,3,23,0.2592661312655774,0.6273615342010523,0.5762986511625107
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,implementation_z,0.0,-0.0341427520235467,155,39,0.0,0,0,3,8,0.04513122393917097,0.21265636497424578,0.12793532197505714
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,implementation_z,0.1,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.12433538989830385
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,implementation_z,0.25,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.11710911114884624
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,implementation_z,0.5,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.10951114129922082
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae8,0.0,-0.0341427520235467,155,39,0.0,0,0,3,8,0.04513122393917097,0.21265636497424578,0.12793532197505714
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae8,0.1,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.12438821909020589
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae8,0.25,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.11744684062564857
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae8,0.5,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.10606969679817364
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae16,0.0,-0.0341427520235467,155,39,0.0,0,0,3,8,0.04513122393917097,0.21265636497424578,0.12793532197505714
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae16,0.1,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.12441652044301055
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae16,0.25,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.11855248014188412
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob005_adder_bcd,rich_ae16,0.5,-0.0341427520235467,155,39,0.0,0,0,4,8,0.04513122393917097,0.21265636497424578,0.11054131054131058
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,implementation_z,0.0,0.2940151515151515,194,49,0.0,0,0,2,1,0.341030303030303,0.5885757575757575,0.38043011750154604
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,implementation_z,0.1,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.37802597402597415
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,implementation_z,0.25,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.3723472479901051
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,implementation_z,0.5,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.36631137909709344
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae8,0.0,0.2940151515151515,194,49,0.0,0,0,2,1,0.341030303030303,0.5885757575757575,0.38043011750154604
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae8,0.1,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.37802597402597415
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae8,0.25,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.3720411255411256
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae8,0.5,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.36718491032776746
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae16,0.0,0.2940151515151515,194,49,0.0,0,0,2,1,0.341030303030303,0.5885757575757575,0.38043011750154604
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae16,0.1,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.37802597402597415
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae16,0.25,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.3720921459492888
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob008_comparator_4bit,rich_ae16,0.5,0.2940151515151515,194,49,0.0,0,0,3,1,0.341030303030303,0.5885757575757575,0.3671849103277675
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,implementation_z,0.0,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14851978018695094
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,implementation_z,0.1,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14500628700316132
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,implementation_z,0.25,-0.049092318919905197,71,18,0.0,0,0,2,7,0.006141341140206835,0.2755963183821623,0.13760373421847505
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,implementation_z,0.5,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006101955679428453,0.2755963183821623,0.11012476913868319
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae8,0.0,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14851978018695094
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae8,0.1,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14500628700316132
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae8,0.25,-0.049092318919905197,71,18,0.0,0,0,2,7,0.006141341140206835,0.2755963183821623,0.135134425036623
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae8,0.5,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006101955679428453,0.2755963183821623,0.10992602301838031
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae16,0.0,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14851978018695094
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae16,0.1,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.14802014081606737
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae16,0.25,-0.049092318919905197,71,18,0.0,0,0,2,8,0.006141341140206835,0.2755963183821623,0.13804569160235622
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob011_multi_16bit,rich_ae16,0.5,-0.049092318919905197,71,18,0.0,0,0,2,7,0.006101955679428453,0.2755963183821623,0.11721962686622896
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,implementation_z,0.0,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,implementation_z,0.1,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,implementation_z,0.25,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,implementation_z,0.5,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae8,0.0,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae8,0.1,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae8,0.25,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae8,0.5,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae16,0.0,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae16,0.1,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae16,0.25,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob020_JC_counter,rich_ae16,0.5,0.0,123,31,0.0,0,0,1,31,0.0,-0.0,0.0
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,implementation_z,0.0,-0.048317271780958994,143,36,0.0,0,0,1,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,implementation_z,0.1,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,implementation_z,0.25,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,implementation_z,0.5,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae8,0.0,-0.048317271780958994,143,36,0.0,0,0,1,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae8,0.1,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae8,0.25,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae8,0.5,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae16,0.0,-0.048317271780958994,143,36,0.0,0,0,1,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae16,0.1,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae16,0.25,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob023_up_down_counter,rich_ae16,0.5,-0.048317271780958994,143,36,0.0,0,0,2,6,0.015434428842250077,0.253222496239256,0.09083009289920109
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,implementation_z,0.0,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,implementation_z,0.1,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,implementation_z,0.25,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,implementation_z,0.5,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae8,0.0,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae8,0.1,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae8,0.25,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae8,0.5,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae16,0.0,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae16,0.1,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae16,0.25,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob029_barrel_shifter,rich_ae16,0.5,0.10265006385696042,2,1,0.0,0,0,1,1,0.014303959131545337,0.11960408684546614,0.11960408684546614
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,implementation_z,0.0,0.00510204081632653,142,36,0.0,0,0,1,20,8.337375697307784e-05,0.046296617118833934,0.02715899130827579
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,implementation_z,0.1,0.00510204081632653,142,36,0.0,0,0,1,17,8.337375697307784e-05,0.046296617118833934,0.02604894532798969
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,implementation_z,0.25,0.00510204081632653,142,36,0.0,0,0,1,13,8.337375697307784e-05,0.046296617118833934,0.025191146067934798
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,implementation_z,0.5,0.00510204081632653,142,36,0.0,0,0,1,10,8.337375697307784e-05,0.046296617118833934,0.023897669801744487
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae8,0.0,0.00510204081632653,142,36,0.0,0,0,1,20,8.337375697307784e-05,0.046296617118833934,0.02715899130827579
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae8,0.1,0.00510204081632653,142,36,0.0,0,0,1,17,8.337375697307784e-05,0.046296617118833934,0.026422462967454458
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae8,0.25,0.00510204081632653,142,36,0.0,0,0,1,13,8.337375697307784e-05,0.046296617118833934,0.025191146067934794
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae8,0.5,0.00510204081632653,142,36,0.0,0,0,1,8,8.337375697307784e-05,0.046296617118833934,0.022312164820653766
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae16,0.0,0.00510204081632653,142,36,0.0,0,0,1,20,8.337375697307784e-05,0.046296617118833934,0.02715899130827579
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae16,0.1,0.00510204081632653,142,36,0.0,0,0,1,17,8.337375697307784e-05,0.046296617118833934,0.02646224496212367
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae16,0.25,0.00510204081632653,142,36,0.0,0,0,1,13,8.337375697307784e-05,0.046296617118833934,0.024817628428470028
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob035_calendar,rich_ae16,0.5,0.00510204081632653,142,36,0.0,0,0,1,8,8.337375697307784e-05,0.046296617118833934,0.0224215653059941
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,implementation_z,0.0,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,implementation_z,0.1,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,implementation_z,0.25,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,implementation_z,0.5,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae8,0.0,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae8,0.1,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae8,0.25,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae8,0.5,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae16,0.0,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
holdout,aspdac2026_release,lexical_structural_posthoc,classic_revolution,0,aspdac2026/deepseek_clean_results/RTLLM/Prob038_pulse_detect,rich_ae16,0.1,0.27891446433645917,4,1,0.0,0,0,1,1,0.0210287013356067,0.27891446433645917,0.27891446433645917
