method,method_label,problem,candidate_id,generation,is_pareto_front,operator_mix_score,state_control_ratio,sog_complexity_score,sog_entropy,timing_risk_score,control_pipeline_ratio,timing_risk_entropy,operator_timing_cell,state_pipeline_cell,complexity_entropy_cell,code_file_path
classic_revolution,Classic,Prob021_counter_12,61e4e681-fbaa-4cf3-82ef-4b76f619ec99,3,true,0.400000,0.428571,26.000000,2.235926,25.200000,0.555556,2.112585,"0,3","0,0","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen3/Prob021_counter_12_sample10_M-E/code.sv
classic_revolution,Classic,Prob021_counter_12,fe837e7d-6218-4670-a9a2-bd510fc25fd4,3,false,0.400000,0.666667,9.000000,2.000000,11.050000,0.666667,1.746466,"0,0","1,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen3/Prob021_counter_12_sample8_M-I/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,eaa061b9-d2ca-40a5-bf29-7417a8d4968d,0,false,0.400000,0.666667,9.000000,2.000000,10.900000,0.666667,1.788450,"0,0","1,0","0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen0/Prob021_counter_12_sample1_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,1e3b0d6d-cb57-4ed7-aa4d-6bcf54289454,1,false,0.400000,0.666667,9.000000,2.000000,16.750000,1.000000,1.825011,"0,2","1,2","0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen1/Prob021_counter_12_sample2_M-S/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,326c272b-0200-4b90-87ff-b3c1a2666680,2,false,0.250000,1.000000,7.000000,1.584963,13.600000,1.000000,1.846439,"0,1","3,2","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample3_M-I/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,631d8ab9-3dc9-4ae5-ac84-f31c023bc888,2,false,0.500000,1.000000,10.000000,1.792481,11.400000,0.800000,2.022580,"2,1","3,1","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample4_M-S/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,c196b8a2-7197-4a76-ad41-1b2110058210,2,true,0.785714,0.153846,26.000000,0.773228,13.600000,0.800000,1.319035,"3,1","0,1","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample2_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob021_counter_12,c220fcce-1b42-40d2-9690-ecd9d84deccb,2,true,0.416667,0.666667,10.000000,2.321928,9.400000,0.500000,1.985228,"2,0","1,0","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample1_M-T/code.sv
classic_revolution,Classic,Prob023_up_down_counter,5fcc4a30-9443-4137-91f4-bdab2a1f6e37,0,false,0.400000,1.000000,10.000000,1.500000,10.900000,0.600000,1.833927,"2,0","1,0","1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen0/Prob023_up_down_counter_sample1_initial/code.sv
classic_revolution,Classic,Prob023_up_down_counter,853e20a9-bef8-45ae-a544-5c4d079fb161,2,false,0.250000,1.000000,7.000000,1.584963,13.600000,0.600000,1.921928,"0,2","1,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen2/Prob023_up_down_counter_sample5_M-I/code.sv
classic_revolution,Classic,Prob023_up_down_counter,dd5212f1-991c-4dd8-98a3-092ff9afd58c,3,true,0.360656,0.125000,76.000000,0.926585,21.700000,0.750000,2.146439,"1,3","0,3","3,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen3/Prob023_up_down_counter_sample9_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob023_up_down_counter,28a58fce-8a57-4206-ac08-6a8653d96b6d,0,true,0.400000,1.000000,10.000000,1.500000,10.900000,0.600000,1.833927,"2,0","1,0","1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen0/Prob023_up_down_counter_sample1_initial/code.sv
classic_revolution,Classic,Prob024_fsm,84dcbe9d-4c6f-42bb-adbb-218bb66d0627,1,false,0.000000,0.125000,32.000000,0.337290,17.600000,1.600000,1.461860,"0,0","0,0","3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample7_M-E/code.sv
classic_revolution,Classic,Prob024_fsm,ed100bce-d7c9-407c-b6af-9bbf85919a99,1,false,0.375000,0.153846,28.000000,1.689482,17.450000,1.600000,1.490640,"2,0","0,0","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample5_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,f98f62ec-2f32-43ba-8692-3d1360ccc59d,1,false,0.392857,0.200000,23.000000,1.826245,21.700000,1.600000,1.901609,"2,1","2,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample11_M-R/code.sv
classic_revolution,Classic,Prob024_fsm,69bc1c85-418e-4c44-9ecc-ecd90aaa104e,2,false,0.392857,0.200000,23.000000,1.826245,21.700000,1.600000,1.901609,"2,1","2,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample9_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,615cfc09-a91d-4a1d-91b7-f27272728f7a,3,false,0.333333,0.166667,26.000000,1.689392,17.600000,1.600000,1.461860,"1,0","1,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample5_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,6ee8efe4-2117-454d-bf53-62e8fc7834bd,3,false,0.392857,0.200000,23.000000,1.826245,22.450000,1.600000,1.743373,"2,2","2,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample4_M-E/code.sv
classic_revolution,Classic,Prob024_fsm,a4150183-ebdc-424b-a2d1-3d723737f643,3,true,0.333333,1.000000,4.000000,1.000000,5.600000,0.500000,1.405639,"1,0","3,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample8_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,c655afac-2e44-407e-bb65-02cf9021b561,3,false,0.406250,0.200000,25.000000,1.825605,26.450000,1.600000,1.893148,"3,3","2,0","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample2_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,409127c8-2a73-4da5-bcb8-8ed049baf8d2,0,true,0.312500,0.153846,28.000000,1.640224,19.100000,1.800000,1.471737,"0,1","0,2","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen0/Prob024_fsm_sample5_initial/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,18d8bf7b-887d-44e4-bea4-72d965b8f400,1,false,0.000000,0.125000,32.000000,0.337290,23.100000,2.000000,1.565678,"0,3","0,3","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample1_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,c087aa24-cc3f-476e-9569-17c28dfce93b,1,false,0.041667,0.200000,21.000000,0.865857,20.100000,2.000000,1.645678,"0,1","2,3","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample3_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,137637d0-a01e-422a-a0bc-48b9ad84fb84,2,false,0.392857,0.200000,23.000000,1.826245,21.700000,1.600000,1.901609,"2,1","2,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample6_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,26513fac-4262-4ae6-b5e3-c5eed8fcf9d4,2,true,0.333333,0.166667,26.000000,1.689392,17.600000,1.600000,1.461860,"1,0","1,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample3_M-E/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,cbda21f3-afff-45fc-96be-2ffaf3a7ac9c,2,false,0.333333,0.166667,26.000000,1.689392,23.100000,2.000000,1.565678,"1,3","1,3","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample7_M-I/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,ebaf84b2-1abe-46cc-8366-3befda2481b6,2,true,0.366667,0.181818,25.000000,1.788450,33.450000,2.250000,1.834124,"2,3","1,3","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample1_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob024_fsm,d44bc569-ddf2-4a69-886a-5fa60bcd35af,3,false,0.392857,0.200000,23.000000,1.826245,21.700000,1.600000,1.901609,"2,1","2,0","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample6_M-E/code.sv
classic_revolution,Classic,Prob025_sequence_detector,557453e7-6a34-4d0d-955f-37ab13083a12,1,false,0.400000,0.272727,26.000000,1.863121,23.350000,1.333333,1.741684,"2,2","0,2","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen1/Prob025_sequence_detector_sample11_M-I/code.sv
classic_revolution,Classic,Prob025_sequence_detector,0709031d-27ec-419d-89fe-a51c49699cf8,2,false,0.250000,1.500000,6.000000,0.918296,8.750000,0.333333,1.348588,"0,0","3,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen2/Prob025_sequence_detector_sample9_M-R/code.sv
classic_revolution,Classic,Prob025_sequence_detector,253fb525-b382-4585-9a48-9627eb3a157b,2,true,0.333333,1.000000,4.000000,1.000000,5.750000,0.500000,1.351644,"1,0","2,0","0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen2/Prob025_sequence_detector_sample7_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,6a47645c-09bd-4acb-a3ed-9f87cfaab28f,1,true,0.392857,0.166667,25.000000,1.614331,25.950000,2.000000,1.663373,"2,3","0,3","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen1/Prob025_sequence_detector_sample3_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,4032eb4d-a3d4-404f-a984-76734bbe1472,2,false,0.642857,0.300000,24.000000,1.546594,17.300000,0.571429,1.760155,"3,0","1,0","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen2/Prob025_sequence_detector_sample7_M-R/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,37700c39-da32-4c31-91a7-b7041eef2c76,3,false,0.392857,0.272727,25.000000,1.760495,21.500000,1.000000,1.716764,"2,1","0,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen3/Prob025_sequence_detector_sample5_M-F/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,580352c1-0f95-435f-8185-b47f819f8390,3,false,0.433333,0.250000,27.000000,1.727397,23.350000,1.333333,1.741684,"3,2","0,2","3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen3/Prob025_sequence_detector_sample11_M-R/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,6387071a-b3ea-413f-9e0f-0f8ef6e1a41a,3,false,0.055556,0.500000,15.000000,1.298795,22.500000,1.333333,1.692579,"0,2","2,2","1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen3/Prob025_sequence_detector_sample9_M-R/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,9df12c81-4b39-4df4-bec3-e084d01da2a9,3,false,0.366667,0.300000,25.000000,1.924174,24.950000,1.285714,1.817521,"1,3","1,2","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen3/Prob025_sequence_detector_sample8_M-S/code.sv
sr_raw_conservative_exploit_qd,Exact T26 QD,Prob025_sequence_detector,aef89fb3-7f27-432e-8742-b217266bfaca,3,true,0.214286,2.000000,9.000000,1.500000,17.300000,0.571429,1.760155,"0,0","3,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/sr_raw_conservative_exploit_qd/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen3/Prob025_sequence_detector_sample10_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,2b57ba2c-cd29-490e-8b01-ba51682f97db,0,false,0.155556,0.133333,79.000000,1.453607,31.450000,0.461538,1.841130,"0,2","0,0","2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample2_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,3aa60132-c3ea-4602-99f1-ccc0ceacae5a,0,false,0.202128,0.153846,79.000000,1.661655,26.150000,0.500000,2.059141,"1,0","1,0","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample11_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,4675ec56-719e-41c3-a8ca-8b72f3762aa3,0,false,0.155556,0.133333,79.000000,1.453607,33.150000,0.545455,1.884013,"0,2","0,1","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample4_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,9b218298-9973-4187-ba4b-38c57892d8f7,0,false,0.166667,0.129032,83.000000,1.505762,34.950000,0.600000,1.852405,"0,2","0,2","3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample9_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,a6522c75-8bfc-4120-8380-33f75bafe21c,0,false,0.234694,0.148148,80.000000,1.743863,41.250000,1.000000,2.108056,"2,3","0,3","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample1_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,b3c1c1bb-0805-4445-946e-2ce42cf0916a,0,false,0.163043,0.133333,80.000000,1.495929,32.650000,0.600000,1.896038,"0,2","0,2","2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample5_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,06a828f5-566a-4144-8184-d18af99a423b,1,false,0.209677,0.350000,59.000000,1.872906,34.050000,0.352941,1.763746,"1,2","3,0","1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample12_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,20d4e01f-dbc7-4a47-a69b-f40cd25f6b03,1,true,0.250000,0.200000,56.000000,1.782122,26.000000,0.666667,1.928054,"2,0","1,3","1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample10_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,2c829073-d0a9-4490-b791-4a5f11e7ea57,1,true,0.205882,0.200000,58.000000,1.763966,35.000000,0.666667,1.952024,"1,2","1,3","1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample6_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,3a51aab4-1040-4b68-98dc-1b27fde801a7,1,false,0.186047,0.260870,74.000000,1.794905,42.950000,0.692308,2.110504,"1,3","2,3","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample4_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,47867df4-7bff-4acb-906e-e12f77c2963e,1,false,0.184783,0.153846,76.000000,1.601316,26.150000,0.500000,2.059141,"1,0","1,0","2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample5_M-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,500087a2-8d22-4b56-9a19-ad0d5acedbba,1,false,0.202128,0.153846,79.000000,1.661655,28.150000,0.500000,2.083269,"1,1","1,0","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample7_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,6380a9ca-836d-4989-aa45-ef9bc31a8da0,1,false,0.243902,0.333333,65.000000,1.975390,43.950000,0.538462,2.182678,"2,3","3,1","1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample2_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,93efb1e3-8f9b-4439-a734-6687a43c0581,1,true,0.250000,0.190476,63.000000,1.866433,25.800000,0.500000,1.773138,"2,0","1,0","1,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample11_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,e980d366-f140-4d65-b225-2928bfbc2ca7,1,false,0.184783,0.153846,76.000000,1.601316,28.150000,0.500000,2.083269,"1,1","1,0","2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample3_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,035f8e80-da32-4745-a3c2-1216299debbf,2,false,0.380952,0.666667,32.000000,1.923220,18.700000,0.500000,2.038160,"3,0","3,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample5_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,14333d1a-62db-4526-971d-616a44481673,2,false,0.300000,0.307692,49.000000,1.864965,28.000000,0.625000,2.151914,"3,1","2,2","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample12_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,199021ef-75c9-482e-addc-44f151b26546,2,false,0.241379,0.210526,52.000000,1.802046,29.500000,0.750000,1.957544,"2,1","2,3","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample3_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,1fb5f7bc-9bd4-4986-8f31-397606c3f634,2,false,0.227273,0.315789,60.000000,1.894740,48.300000,0.909091,2.066248,"2,3","2,3","1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample8_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,74cc42bb-1dcf-4f48-96b9-4a04228cb36d,2,false,0.423729,0.200000,102.000000,2.050675,154.500000,0.400000,1.913870,"3,3","1,0","3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample7_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,9e0451d2-94f2-4fe1-9d9e-42d7d3929b5c,2,false,0.257143,0.285714,55.000000,1.843294,39.500000,0.555556,2.130201,"2,3","2,2","0,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample2_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,d006470f-bdb4-43dd-ab40-b339a5283d55,2,false,0.272727,0.375000,57.000000,2.011537,50.800000,0.818182,2.176690,"2,3","3,3","1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample6_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,ec13eefd-f28b-496c-b28a-3c90a6ba797b,2,true,0.266667,0.210526,55.000000,1.861808,21.500000,0.750000,1.870293,"2,0","2,3","0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample11_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,efe2111c-4186-46be-ae25-c5659b034804,2,false,0.428571,0.500000,34.000000,2.146439,21.000000,0.500000,1.965596,"3,0","3,0","0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample10_C-F/code.sv
