seed,problem,generation,operator,status,parent_id,child_id,edit_ratio,rtl_valid,valid_ppa
1001,Prob001_accu,4,M-S,success,5e956eae-f971-41c7-9906-84392993c175,995e8bd5-e66d-49a4-bf9d-df2f2b759e7d,0.30864197530864196,1,1
1001,Prob001_accu,4,M-I,success,508038fd-72bc-4157-a748-9d5448da439f,8f5502ae-3928-4f3a-a9aa-30091ead8950,0.37349397590361444,1,1
1001,Prob001_accu,4,M-E,failed_functionality,cfe0c09d-96ce-4eeb-9282-81fb96570508,1b03c48b-888e-43cc-b848-b88cf66b8f56,0.6122448979591837,0,0
1001,Prob001_accu,4,M-R,success,a3d5214f-709a-4d35-b8b6-cc76f445fe95,ef0dfd0c-8439-4e64-9285-05ab255fd8df,0.3488372093023256,1,1
1001,Prob001_accu,5,M-S,failed_functionality,8f5502ae-3928-4f3a-a9aa-30091ead8950,fb3b1c44-7074-46bf-afb2-24051608ce55,0.6103896103896104,0,0
1001,Prob001_accu,5,M-E,failed_syntax,06925eba-50fc-4bab-9587-355bd928d0c0,d7e6e717-1353-4b1a-9150-8fbaeb8da4b5,0.4956521739130435,0,0
1001,Prob001_accu,5,M-E,failed_functionality,24a7a615-b40d-409d-8553-e0517e9317d9,a3e77d57-40e0-4485-bccc-d41790ea970c,0.6428571428571429,0,0
1001,Prob001_accu,5,M-S,failed_functionality,06925eba-50fc-4bab-9587-355bd928d0c0,8405e40c-0f61-46ce-b30d-df04c9cac247,0.696969696969697,0,0
1001,Prob001_accu,5,M-S,success,508038fd-72bc-4157-a748-9d5448da439f,5f88396e-b7c1-41e9-bbb7-fc46d1edaa5b,0.35064935064935066,1,1
1001,Prob001_accu,5,M-E,failed_syntax,8f5502ae-3928-4f3a-a9aa-30091ead8950,2b2a8dcb-0c5f-4b99-a8ef-911b10cb9d80,0.6288659793814433,0,0
1001,Prob001_accu,5,M-S,failed_functionality,995e8bd5-e66d-49a4-bf9d-df2f2b759e7d,bb2e766e-25f6-4a6a-83b1-e2a662924fe0,0.20987654320987653,0,0
1001,Prob002_adder_16bit,1,M-E,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,8a4dbee2-1237-4087-9791-1b60c9ddcb4a,0.3888888888888889,1,1
1001,Prob002_adder_16bit,1,M-S,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,9fe7652e-72fd-4107-bda4-9b9be9b576c0,0.5833333333333334,1,1
1001,Prob002_adder_16bit,1,M-I,success,bf1f6333-95de-455f-aed9-257fd483d2e3,16385bdd-2087-4bc4-947c-cf622ae0b5f3,0.6521739130434783,1,1
1001,Prob002_adder_16bit,1,M-R,success,e36676a6-2287-4909-8970-62d67a819328,f2aec87f-2260-4d45-b4e0-58f7d454a7e1,0.6455696202531646,1,1
1001,Prob002_adder_16bit,1,M-I,success,5056f59a-3483-49a0-b73e-9da529a7ad0f,fa1784ad-8f4b-448d-98f1-30676c36ae76,0.7142857142857143,1,1
1001,Prob002_adder_16bit,2,M-E,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,0a0c25a3-8a01-49ba-995b-5d4768fd21c7,0.7443609022556391,1,1
1001,Prob002_adder_16bit,2,M-E,success,a641c756-2d04-4c2b-861c-f80aae23b691,22987d7e-49f9-4685-8966-a0cbebc60e04,0.6835443037974683,1,1
1001,Prob002_adder_16bit,2,M-E,success,0e4f5e25-08e8-4472-a8e9-10029c847905,6d21510c-f1c7-48d0-862d-6e1f88ee52bf,0.672514619883041,1,1
1001,Prob002_adder_16bit,2,M-I,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,460b8d83-ce01-4ef7-9c91-4c8a0db0d04b,0.4166666666666667,1,1
1001,Prob002_adder_16bit,2,M-E,failed_syntax,fa1784ad-8f4b-448d-98f1-30676c36ae76,9763c84b-11cc-4755-b5ec-b9c1cdaed664,0.825,0,0
1001,Prob002_adder_16bit,2,M-E,success,a641c756-2d04-4c2b-861c-f80aae23b691,19b9b84a-e334-4169-aab7-33deb21c1acc,0.5348837209302325,1,1
1001,Prob002_adder_16bit,2,M-R,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,47f0ff93-52d0-4a97-8c83-38224300fa9a,0.31313131313131315,1,1
1001,Prob002_adder_16bit,2,M-I,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,e929158e-03e8-4f89-bd92-6e72bc5b0dbf,0.31313131313131315,1,1
1001,Prob002_adder_16bit,3,M-S,success,a641c756-2d04-4c2b-861c-f80aae23b691,97ed16e2-78d2-4049-94c4-6b924c59aa2a,0.9420289855072463,1,1
1001,Prob002_adder_16bit,3,M-R,success,9fe7652e-72fd-4107-bda4-9b9be9b576c0,075e71c6-1699-4eb0-b54f-8ca6fc2a86ea,0.4626865671641791,1,1
1001,Prob002_adder_16bit,3,M-I,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,f889d295-fe4a-441c-a3f5-f157ab6177c9,0.35353535353535354,1,1
1001,Prob002_adder_16bit,3,M-S,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,1f2b460b-50c3-4eb8-b00f-b520ad404ac9,0.3617021276595745,1,1
1001,Prob002_adder_16bit,3,M-S,success,e929158e-03e8-4f89-bd92-6e72bc5b0dbf,f8574dfa-bbb2-4297-8da9-97af5c3e7b8d,0.6595744680851063,1,1
1001,Prob002_adder_16bit,3,M-R,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,388c9c09-9907-4064-a864-2722943c6bf1,0.5151515151515151,1,1
1001,Prob002_adder_16bit,3,M-S,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,105d3a96-ccc3-4fcc-8350-c3680dfbb77c,0.2727272727272727,1,1
1001,Prob002_adder_16bit,3,M-S,success,e929158e-03e8-4f89-bd92-6e72bc5b0dbf,149cc63f-0554-4520-9cae-c8905a60b524,0.6666666666666666,1,1
1001,Prob002_adder_16bit,4,M-R,success,075e71c6-1699-4eb0-b54f-8ca6fc2a86ea,4accc93c-df17-46d7-99e5-a193315a32a9,0.49295774647887325,1,1
1001,Prob002_adder_16bit,4,M-S,success,0e4f5e25-08e8-4472-a8e9-10029c847905,0fdc0fcf-91be-4c36-a331-bae5c318da90,0.7837837837837838,1,1
1001,Prob002_adder_16bit,4,M-R,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,96971b4e-1df5-4a8c-b01c-711c8b029ee2,0.30612244897959184,1,1
1001,Prob002_adder_16bit,4,M-E,success,0e4f5e25-08e8-4472-a8e9-10029c847905,59483288-7721-4d89-98e9-65a3b3e808f4,0.5753424657534246,1,1
1001,Prob002_adder_16bit,4,M-R,success,fa1784ad-8f4b-448d-98f1-30676c36ae76,54b9669b-92e4-4955-bdf3-229ca7a9e394,0.8205128205128205,1,1
1001,Prob002_adder_16bit,4,M-I,success,0e4f5e25-08e8-4472-a8e9-10029c847905,71db4687-2853-4b6f-9a2f-1fd365ff2bb1,0.29411764705882354,1,1
1001,Prob002_adder_16bit,5,M-I,success,0e4f5e25-08e8-4472-a8e9-10029c847905,478428e5-7f1e-49a8-b9a7-b5e9fec64c2f,0.3333333333333333,1,1
1001,Prob002_adder_16bit,5,M-E,success,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,8aed47cd-2f17-4507-a701-63b4b25a6cf3,0.5414012738853503,1,1
1001,Prob002_adder_16bit,5,M-E,failed_syntax,42bed3d6-d273-4f8e-8bb6-f04dd0c13e9b,42237fb5-fa38-4b72-8fe1-60d7333b3fdd,0.5373134328358209,0,0
1001,Prob002_adder_16bit,5,M-I,success,c61072a2-0346-4d97-bfb3-1350405bb652,037ea530-6574-4209-b3e4-6882fd84fac7,0.375,1,1
1001,Prob002_adder_16bit,5,M-R,success,54b9669b-92e4-4955-bdf3-229ca7a9e394,5acbb530-cf8d-47cb-9eb4-895cbf26b72a,0.42857142857142855,1,1
1001,Prob002_adder_16bit,5,M-I,success,0e4f5e25-08e8-4472-a8e9-10029c847905,e3a6c623-343c-4fa0-af9c-8d46f4f13688,0.32231404958677684,1,1
1001,Prob003_adder_32bit,1,M-E,success,a090f2d1-0ac1-4bf4-9f44-6e566251a223,bae6bbb5-77d7-47d6-830d-cb23312ed5b0,0.7520661157024794,1,1
1001,Prob003_adder_32bit,1,M-S,success,6ed24be3-7030-4f17-a165-181444983273,0196be85-5bad-49c3-95fa-946764f70dcf,0.22105263157894736,1,1
1001,Prob003_adder_32bit,1,M-I,success,a090f2d1-0ac1-4bf4-9f44-6e566251a223,808cfe42-6fe1-4a75-85de-417c2c3b0db9,0.6233766233766234,1,1
1001,Prob003_adder_32bit,1,M-R,success,6ed24be3-7030-4f17-a165-181444983273,94799969-475e-4607-a68d-90a3819e527d,0.5294117647058824,1,1
1001,Prob003_adder_32bit,2,M-S,success,0196be85-5bad-49c3-95fa-946764f70dcf,0eb6b2f4-839f-4350-bc1a-dee1f7382720,0.7254901960784313,1,1
1001,Prob003_adder_32bit,2,M-E,failed_syntax,6ed24be3-7030-4f17-a165-181444983273,669221a3-9b8e-4aa4-a8d3-29c0c76c82ea,0.8536585365853658,0,0
1001,Prob003_adder_32bit,2,M-R,success,94799969-475e-4607-a68d-90a3819e527d,b4caa8a5-4209-4ea7-8921-19e4930011ee,0.4,1,1
1001,Prob003_adder_32bit,2,M-S,success,165ab1d4-f86f-4f46-9cbb-0d2f5520fecd,0858d5a2-2380-4fd9-9f6a-5159b5c9f271,0.7692307692307693,1,1
1001,Prob003_adder_32bit,2,M-E,success,a090f2d1-0ac1-4bf4-9f44-6e566251a223,cfb284cd-f0d6-4a73-8e64-a165d10be111,0.5639097744360902,1,1
1001,Prob003_adder_32bit,2,M-E,success,0196be85-5bad-49c3-95fa-946764f70dcf,4da8145a-bc45-45e0-9d3c-aa82bef8d7b9,0.8992805755395683,1,1
1001,Prob003_adder_32bit,2,M-I,success,05fc261a-1cb3-4936-9674-a4433f5c5f97,efdee776-6821-4a34-92c5-e566671c921b,0.6457142857142857,1,1
1001,Prob003_adder_32bit,2,M-E,success,165ab1d4-f86f-4f46-9cbb-0d2f5520fecd,1e2cb651-c14f-4d89-b5bc-764648736d0e,0.7321428571428571,1,1
1001,Prob003_adder_32bit,3,M-E,success,205752cb-c85b-4bdd-a7e0-a050ff62ebb0,b3f74823-e17f-49b0-9d49-0bb5d6f231ca,0.7727272727272727,1,1
1001,Prob003_adder_32bit,3,M-S,success,6ed24be3-7030-4f17-a165-181444983273,6380b39e-9cc6-42bc-b7ce-c6eb88c466b6,0.6842105263157895,1,1
1001,Prob003_adder_32bit,3,M-S,success,a090f2d1-0ac1-4bf4-9f44-6e566251a223,f549e437-ee9f-4edc-a1bf-bd04edd22513,0.7662337662337663,1,1
1001,Prob003_adder_32bit,3,M-S,success,6ed24be3-7030-4f17-a165-181444983273,dbb03fa4-153b-41be-a411-605c1a4054d5,0.7631578947368421,1,1
1001,Prob003_adder_32bit,3,M-R,success,94799969-475e-4607-a68d-90a3819e527d,f9de6d4a-c800-4c9b-94c8-413bd54667e2,0.25274725274725274,1,1
1001,Prob003_adder_32bit,3,M-I,success,205752cb-c85b-4bdd-a7e0-a050ff62ebb0,efab6ba5-8b36-411c-8ee6-de76fcc33749,0.611764705882353,1,1
1001,Prob003_adder_32bit,3,M-I,success,05fc261a-1cb3-4936-9674-a4433f5c5f97,bbe75d6f-b36d-4df6-9635-459a0ec94a03,0.627906976744186,1,1
1001,Prob003_adder_32bit,4,M-R,success,dbb03fa4-153b-41be-a411-605c1a4054d5,91bea927-b669-4d2f-b47c-d4dae6fbbed7,0.6883116883116883,1,1
1001,Prob003_adder_32bit,4,M-R,success,dbb03fa4-153b-41be-a411-605c1a4054d5,24f15e5a-0710-4b4a-b841-8eec631d3e1e,0.7534246575342466,1,1
1001,Prob003_adder_32bit,4,M-S,success,a090f2d1-0ac1-4bf4-9f44-6e566251a223,3aea8ee9-a34c-4bba-898c-7cad7d231253,0.7631578947368421,1,1
1001,Prob003_adder_32bit,4,M-R,success,0858d5a2-2380-4fd9-9f6a-5159b5c9f271,fcd837e6-430f-46f7-ac59-4d1aaa266af0,0.7894736842105263,1,1
1001,Prob003_adder_32bit,4,M-R,success,205752cb-c85b-4bdd-a7e0-a050ff62ebb0,0988cbf3-9fb7-4dc0-87e1-10bb3aade379,0.5192307692307693,1,1
1001,Prob003_adder_32bit,4,M-R,success,6ed24be3-7030-4f17-a165-181444983273,ac7a84a7-8189-4e93-8732-b1b23c535ff9,0.21568627450980393,1,1
1001,Prob003_adder_32bit,4,M-R,success,6ed24be3-7030-4f17-a165-181444983273,3a64feca-0b8f-478f-8361-85e767a14166,0.6388888888888888,1,1
1001,Prob003_adder_32bit,5,M-E,success,6ed24be3-7030-4f17-a165-181444983273,7dd4c7d9-fe9b-4e42-80f2-aea9c408c48e,0.6852791878172588,1,1
1001,Prob003_adder_32bit,5,M-R,success,6ed24be3-7030-4f17-a165-181444983273,3ff3f92d-ae62-443c-a683-261feeacb336,0.37735849056603776,1,1
1001,Prob003_adder_32bit,5,M-S,success,dbb03fa4-153b-41be-a411-605c1a4054d5,e371124c-c58d-4276-8edd-c0094652326d,0.3023255813953488,1,1
1001,Prob003_adder_32bit,5,M-S,success,b4caa8a5-4209-4ea7-8921-19e4930011ee,9411e380-f0b1-4bb6-b337-3b52623c33ac,0.7391304347826086,1,1
1001,Prob003_adder_32bit,5,M-S,success,f549e437-ee9f-4edc-a1bf-bd04edd22513,d6f6a160-543a-4a40-8dfe-8d7b422838e5,0.5882352941176471,1,1
1001,Prob003_adder_32bit,5,M-E,success,3aea8ee9-a34c-4bba-898c-7cad7d231253,fe9e14ff-2bf7-4bf7-a210-71b89725493f,0.8679245283018868,1,1
1001,Prob004_adder_8bit,2,M-R,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,65d58be2-889e-4c24-a545-b962ba4458e5,0.4117647058823529,1,1
1001,Prob004_adder_8bit,2,M-E,failed_syntax,1117e31f-8fac-42fe-a917-b5526be416f4,de339d38-f1ab-4681-8b52-2f5881e12530,0.7021276595744681,0,0
1001,Prob004_adder_8bit,2,M-I,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,3a06a7a8-97eb-4299-bff4-f2a4c7887aaa,0.8125,1,1
1001,Prob004_adder_8bit,2,M-S,success,bdddd844-87f8-465b-83dc-4410c2b010d1,7bf4d62e-0b49-4fe4-9adc-fbad5775b5f6,0.5428571428571428,1,1
1001,Prob004_adder_8bit,3,M-S,success,1117e31f-8fac-42fe-a917-b5526be416f4,93df6e4c-6976-4d68-ac20-a7c247a761fe,0.5,1,1
1001,Prob004_adder_8bit,3,M-E,failed_syntax,1117e31f-8fac-42fe-a917-b5526be416f4,977eb5d4-23b9-4505-a65b-0c67a3b6feb5,0.5409836065573771,0,0
1001,Prob004_adder_8bit,3,M-E,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,6df2398c-53fe-4669-9332-add856eb7b6d,0.6623376623376623,1,1
1001,Prob004_adder_8bit,3,M-R,success,eac97b3b-a3dd-4469-ade7-5e306af0f11a,36f0516e-49c1-4582-ae0c-59b46dc82a4e,0.4666666666666667,1,1
1001,Prob004_adder_8bit,3,M-I,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,3dcff300-6075-4bf3-a0e8-891c28d4fa76,0.8125,1,1
1001,Prob004_adder_8bit,3,M-R,failed_syntax,7bf4d62e-0b49-4fe4-9adc-fbad5775b5f6,649fcbd2-0623-4f38-929e-8c1499b65f34,0.7192982456140351,0,0
1001,Prob004_adder_8bit,3,M-R,success,eac97b3b-a3dd-4469-ade7-5e306af0f11a,692ac1fc-20f5-43c8-b990-7ed4bdc6e1b6,0.4666666666666667,1,1
1001,Prob004_adder_8bit,4,M-I,success,bdddd844-87f8-465b-83dc-4410c2b010d1,3d4d47c7-5174-4452-bf2f-86d0ee96ee70,0.5428571428571428,1,1
1001,Prob004_adder_8bit,4,M-R,success,1117e31f-8fac-42fe-a917-b5526be416f4,9795cf7a-9b14-4d1e-bb90-a7bfd64bd723,0.875,1,1
1001,Prob004_adder_8bit,4,M-S,success,bdddd844-87f8-465b-83dc-4410c2b010d1,b9041ab3-37b5-465d-a975-25062ee1512c,0.5428571428571428,1,1
1001,Prob004_adder_8bit,4,M-I,success,1117e31f-8fac-42fe-a917-b5526be416f4,4e880e29-be7d-401b-9154-eb9bf7c0c85b,0.5,1,1
1001,Prob004_adder_8bit,4,M-S,success,38070b81-b173-4afe-bf29-fcd987f87d11,444480fa-3541-424d-81f7-75919c4f4ff2,0.5151515151515151,1,1
1001,Prob004_adder_8bit,4,M-E,success,38070b81-b173-4afe-bf29-fcd987f87d11,f8f2cb72-4c4e-4468-a22b-3d7f423a700e,0.7227722772277227,1,1
1001,Prob004_adder_8bit,5,M-R,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,359ed435-b0f1-4170-aaff-be84bc2c8535,0.7058823529411765,1,1
1001,Prob004_adder_8bit,5,M-I,failed_syntax,5ff6d2ec-786e-45ae-bbed-ea9d141bd7aa,2e12a874-68c2-4a97-84c3-fe3b5a291625,0.46835443037974683,0,0
1001,Prob004_adder_8bit,5,M-R,success,38070b81-b173-4afe-bf29-fcd987f87d11,7b052b9d-48d8-4cc7-a9c9-b12acaabcff6,0.5151515151515151,1,1
1001,Prob004_adder_8bit,5,M-I,failed_syntax,2e7d507f-b996-4b69-8f94-253445f3cec1,258d1225-cd4c-487e-be82-8271caeec0eb,0.7037037037037037,0,0
1001,Prob004_adder_8bit,5,M-E,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,09900791-26ff-4cb3-b67b-ecd646d55b72,0.7037037037037037,1,1
1001,Prob004_adder_8bit,5,M-I,success,221cbf96-80bd-4445-977e-2d24d8e6fe98,4aa8e403-0b8b-4f81-8a5b-245810f36a99,0.5,1,1
1001,Prob004_adder_8bit,5,M-S,success,eac97b3b-a3dd-4469-ade7-5e306af0f11a,1b80b917-5417-40c7-8d66-aa73ca4be96c,0.4666666666666667,1,1
1001,Prob005_adder_bcd,1,M-R,success,2c88b8a7-9725-4796-947a-e6f5246986b7,0e694c94-fc3a-4a71-b168-2ed1fd5ba01a,0.5609756097560976,1,1
1001,Prob005_adder_bcd,1,M-S,success,9519e95b-7648-4e25-8c0e-11f49745aa4d,e07542a7-e0e8-4ca1-85f9-b1940dc71105,0.44,1,1
1001,Prob005_adder_bcd,1,M-I,success,353e9b49-8964-4ba8-b0d3-bda95856db18,7fa15b87-1371-4a60-bae2-bf218b8bb917,0.36363636363636365,1,1
1001,Prob005_adder_bcd,1,M-E,failed_functionality,9519e95b-7648-4e25-8c0e-11f49745aa4d,6a62752d-55d8-49f2-9f61-172f62e80215,0.5686274509803921,0,0
1001,Prob005_adder_bcd,1,M-I,success,9519e95b-7648-4e25-8c0e-11f49745aa4d,405ef57e-a127-4f56-b87b-f09b405f3c06,0.5102040816326531,1,1
1001,Prob005_adder_bcd,1,M-I,success,0fcbeac0-cee7-4958-94de-bf1512fc102e,540ae508-b397-4636-acf3-e5a0bc54380f,0.6818181818181818,1,1
1001,Prob005_adder_bcd,2,M-R,success,8a5ef586-b353-4a55-ad0d-568a06234140,ca5b12d5-0fba-4c23-8b41-c5b8b90d898e,0.38461538461538464,1,1
1001,Prob005_adder_bcd,2,M-S,success,2c88b8a7-9725-4796-947a-e6f5246986b7,a45828e0-c934-4f75-a80e-3c379070639e,0.6216216216216216,1,1
1001,Prob005_adder_bcd,2,M-S,success,a906919f-29c9-44a5-9647-b97807400a6c,be453103-9a5b-4018-a891-43ade634fed5,0.48717948717948717,1,1
1001,Prob005_adder_bcd,2,M-E,success,ef8c7d7d-f8b7-4f95-b1e4-77638707eeba,1b09117d-99be-4ce1-8b63-15f999312073,0.6888888888888889,1,1
1001,Prob005_adder_bcd,2,M-S,success,ef8c7d7d-f8b7-4f95-b1e4-77638707eeba,a2a048c8-0b24-430e-8a6d-78d6b44cc8e4,0.3888888888888889,1,1
1001,Prob005_adder_bcd,2,M-S,success,5046600e-9c3c-4e8e-8029-8404fc411e01,580ec419-ef60-4139-9078-8a4167257f21,0.5428571428571428,1,1
1001,Prob005_adder_bcd,2,M-R,success,5046600e-9c3c-4e8e-8029-8404fc411e01,f9cc78c7-60f4-42a3-98ae-ed307f0dbc96,0.6551724137931034,1,1
1001,Prob005_adder_bcd,3,M-E,success,580ec419-ef60-4139-9078-8a4167257f21,f3e60e59-ca58-4791-86f2-5ddd1f817884,0.6444444444444445,1,1
1001,Prob005_adder_bcd,3,M-I,success,580ec419-ef60-4139-9078-8a4167257f21,4ca23a19-d3be-47be-9185-02731d9f1ae0,0.5238095238095238,1,1
1001,Prob005_adder_bcd,3,M-E,failed_functionality,a906919f-29c9-44a5-9647-b97807400a6c,4751c86b-ad4b-4caa-8a95-4ff8a9ffe8a6,0.6595744680851063,0,0
1001,Prob005_adder_bcd,3,M-E,success,ca5b12d5-0fba-4c23-8b41-c5b8b90d898e,815067c5-ad84-424d-9ec6-b10c49781cd7,0.6944444444444444,1,1
1001,Prob005_adder_bcd,3,M-I,success,ca5b12d5-0fba-4c23-8b41-c5b8b90d898e,b98d5975-100a-40e5-bd26-a9f4ecfc22ad,0.28205128205128205,1,1
1001,Prob005_adder_bcd,3,M-R,success,353e9b49-8964-4ba8-b0d3-bda95856db18,cc4e022a-1a9b-438a-9840-86499d5f23c6,0.48,1,1
1001,Prob005_adder_bcd,3,M-E,failed_functionality,2c88b8a7-9725-4796-947a-e6f5246986b7,54cbeb34-3bc6-477e-b3dc-49e987c2c07e,0.7582417582417582,0,0
1001,Prob005_adder_bcd,4,M-I,success,ca5b12d5-0fba-4c23-8b41-c5b8b90d898e,1978a964-d32a-4f2d-a678-e5a49f2cce82,0.4222222222222222,1,1
1001,Prob005_adder_bcd,4,M-R,success,8a5ef586-b353-4a55-ad0d-568a06234140,85dd9915-d43c-44af-8771-01ac8252ee43,0.4358974358974359,1,1
1001,Prob005_adder_bcd,4,M-S,success,580ec419-ef60-4139-9078-8a4167257f21,c3ff8c52-02b1-4a93-b473-a69d636570be,0.45454545454545453,1,1
1001,Prob005_adder_bcd,4,M-S,success,fb6aeb3c-7f8f-4c47-996a-7e2778497b88,2a946043-503e-4c6a-a49a-72308f06d96a,0.13636363636363635,1,1
1001,Prob005_adder_bcd,5,M-R,success,2c88b8a7-9725-4796-947a-e6f5246986b7,6a2fc489-23d8-4907-bec7-08697a8918e7,0.5121951219512195,1,1
1001,Prob005_adder_bcd,5,M-R,success,8a5ef586-b353-4a55-ad0d-568a06234140,dcbff5f5-4bf6-409b-911c-572645be37b2,0.4634146341463415,1,1
1001,Prob005_adder_bcd,5,M-I,success,cc4e022a-1a9b-438a-9840-86499d5f23c6,2c151148-76ac-4ced-b5de-76ac552d9def,0.4074074074074074,1,1
1001,Prob005_adder_bcd,5,M-R,success,ca5b12d5-0fba-4c23-8b41-c5b8b90d898e,e8b31c2a-79fc-4394-a8cb-df3630c237ec,0.45,1,1
1001,Prob005_adder_bcd,5,M-S,failed_functionality,cc4e022a-1a9b-438a-9840-86499d5f23c6,882323b7-b991-435c-9576-2595cf43262b,0.5686274509803921,0,0
1001,Prob005_adder_bcd,5,M-R,success,580ec419-ef60-4139-9078-8a4167257f21,0ba94c5c-7413-463f-8dff-bbdf76ed60ea,0.5294117647058824,1,1
1001,Prob005_adder_bcd,5,M-R,success,8a5ef586-b353-4a55-ad0d-568a06234140,76a64d20-947f-487e-b49f-ca48997e5ee9,0.35,1,1
1001,Prob005_adder_bcd,5,M-S,success,580ec419-ef60-4139-9078-8a4167257f21,6715c677-beab-4108-bf25-27f384083c0a,0.45454545454545453,1,1
1001,Prob007_comparator_3bit,1,M-R,success,c4b55692-77d3-4f71-9fd2-a823989a99ab,1dbcf1be-7672-40cd-b98e-04fde71d9345,0.5348837209302325,1,1
1001,Prob007_comparator_3bit,1,M-E,success,7bd226bb-d12e-4487-955e-f44ee2224368,2e5ff2b4-5f2c-4443-a2b6-fa4688b21b4d,0.5,1,1
1001,Prob007_comparator_3bit,1,M-S,success,f9845cc6-72c5-4794-adf7-8e7cc885ebdb,c4a30da3-63c8-41e1-b80d-e854566b734d,0.4074074074074074,1,1
1001,Prob007_comparator_3bit,1,M-I,success,ac2298be-794b-4060-a1c7-21f6b9f20eef,6fbf8ba9-1840-4a6a-9a1e-1082beec4839,0.38461538461538464,1,1
