budget_fraction,corpus,descriptor_family,funnel,mean_best_fitness,mean_candidate_count,mean_canonical_netlists,mean_motif_signatures,mean_pareto_members,mean_style_clusters,method,problem_group_count,total_candidate_count
0.75,auto_bd_standard_results,sr_random_relu_pca_qd,generated,0.2590423930839553,90.0,17.358974358974358,12.58974358974359,35.61538461538461,1.0,sr_random_relu_pca_qd,39,3510
0.75,auto_bd_standard_results,sr_random_relu_pca_qd,pareto_front,0.2590423930839553,35.61538461538461,17.358974358974358,12.58974358974359,35.61538461538461,1.0,sr_random_relu_pca_qd,39,1389
0.75,auto_bd_standard_results,sr_random_relu_pca_qd,synthesis_valid,0.2590423930839553,35.61538461538461,17.358974358974358,12.58974358974359,35.61538461538461,1.0,sr_random_relu_pca_qd,39,1389
0.75,auto_bd_standard_results,sr_random_relu_pca_qd,valid_ppa,0.2590423930839553,35.61538461538461,17.358974358974358,12.58974358974359,35.61538461538461,1.0,sr_random_relu_pca_qd,39,1389
1.0,auto_bd_standard_results,sr_random_relu_pca_qd,functional,0.2690982818282514,48.87179487179487,23.076923076923077,16.743589743589745,48.87179487179487,1.0,sr_random_relu_pca_qd,39,1906
1.0,auto_bd_standard_results,sr_random_relu_pca_qd,generated,0.2690982818282514,120.0,23.076923076923077,16.743589743589745,48.87179487179487,1.0,sr_random_relu_pca_qd,39,4680
1.0,auto_bd_standard_results,sr_random_relu_pca_qd,pareto_front,0.2690982818282514,48.87179487179487,23.076923076923077,16.743589743589745,48.87179487179487,1.0,sr_random_relu_pca_qd,39,1906
1.0,auto_bd_standard_results,sr_random_relu_pca_qd,synthesis_valid,0.2690982818282514,48.87179487179487,23.076923076923077,16.743589743589745,48.87179487179487,1.0,sr_random_relu_pca_qd,39,1906
1.0,auto_bd_standard_results,sr_random_relu_pca_qd,valid_ppa,0.2690982818282514,48.87179487179487,23.076923076923077,16.743589743589745,48.87179487179487,1.0,sr_random_relu_pca_qd,39,1906
0.25,auto_bd_standard_results,synthesis_trajectory_nod,functional,0.22556162356194656,10.307692307692308,5.487179487179487,3.8974358974358974,10.307692307692308,0.9487179487179487,synthesis_trajectory_nod,39,402
0.25,auto_bd_standard_results,synthesis_trajectory_nod,generated,0.22556162356194656,30.0,5.487179487179487,3.8974358974358974,10.307692307692308,1.0,synthesis_trajectory_nod,39,1170
0.25,auto_bd_standard_results,synthesis_trajectory_nod,pareto_front,0.22556162356194656,10.307692307692308,5.487179487179487,3.8974358974358974,10.307692307692308,0.9487179487179487,synthesis_trajectory_nod,39,402
0.25,auto_bd_standard_results,synthesis_trajectory_nod,synthesis_valid,0.22556162356194656,10.307692307692308,5.487179487179487,3.8974358974358974,10.307692307692308,0.9487179487179487,synthesis_trajectory_nod,39,402
0.25,auto_bd_standard_results,synthesis_trajectory_nod,valid_ppa,0.22556162356194656,10.307692307692308,5.487179487179487,3.8974358974358974,10.307692307692308,0.9487179487179487,synthesis_trajectory_nod,39,402
0.5,auto_bd_standard_results,synthesis_trajectory_nod,functional,0.25068344217701305,22.512820512820515,11.666666666666666,8.333333333333334,22.512820512820515,1.0,synthesis_trajectory_nod,39,878
0.5,auto_bd_standard_results,synthesis_trajectory_nod,generated,0.25068344217701305,60.0,11.666666666666666,8.333333333333334,22.512820512820515,1.0,synthesis_trajectory_nod,39,2340
0.5,auto_bd_standard_results,synthesis_trajectory_nod,pareto_front,0.25068344217701305,22.512820512820515,11.666666666666666,8.333333333333334,22.512820512820515,1.0,synthesis_trajectory_nod,39,878
0.5,auto_bd_standard_results,synthesis_trajectory_nod,synthesis_valid,0.25068344217701305,22.512820512820515,11.666666666666666,8.333333333333334,22.512820512820515,1.0,synthesis_trajectory_nod,39,878
0.5,auto_bd_standard_results,synthesis_trajectory_nod,valid_ppa,0.25068344217701305,22.512820512820515,11.666666666666666,8.333333333333334,22.512820512820515,1.0,synthesis_trajectory_nod,39,878
0.75,auto_bd_standard_results,synthesis_trajectory_nod,functional,0.27497408828975506,35.38461538461539,16.846153846153847,11.923076923076923,35.38461538461539,1.0,synthesis_trajectory_nod,39,1380
0.75,auto_bd_standard_results,synthesis_trajectory_nod,generated,0.27497408828975506,90.0,16.846153846153847,11.923076923076923,35.38461538461539,1.0,synthesis_trajectory_nod,39,3510
0.75,auto_bd_standard_results,synthesis_trajectory_nod,pareto_front,0.27497408828975506,35.38461538461539,16.846153846153847,11.923076923076923,35.38461538461539,1.0,synthesis_trajectory_nod,39,1380
0.75,auto_bd_standard_results,synthesis_trajectory_nod,synthesis_valid,0.27497408828975506,35.38461538461539,16.846153846153847,11.923076923076923,35.38461538461539,1.0,synthesis_trajectory_nod,39,1380
