model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
deepseek_clean_results,RTLLM/Prob029_barrel_shifter,0.0000,0.0095,0.0000,1.0000,N/A,N/A,N/A,1437.85
deepseek_clean_results,RTLLM/Prob030_right_shifter,1.0000,0.6333,1.0000,1.0000,N/A,N/A,N/A,1377.42
deepseek_clean_results,RTLLM/Prob031_freq_div,1.0000,0.4238,1.0000,1.0000,N/A,N/A,N/A,1766.83
deepseek_clean_results,RTLLM/Prob032_freq_divbyeven,0.0000,0.0381,0.0000,1.0000,N/A,N/A,N/A,1108.45
deepseek_clean_results,RTLLM/Prob033_freq_divbyfrac,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1500.42
deepseek_clean_results,RTLLM/Prob034_freq_divbyodd,0.0000,0.0190,0.0000,1.0000,N/A,N/A,N/A,1421.78
deepseek_clean_results,RTLLM/Prob035_calendar,1.0000,0.7810,1.0000,1.0000,5.61,5.65,2.63,1950.33
deepseek_clean_results,RTLLM/Prob036_edge_detect,1.0000,0.8143,1.0000,1.0000,N/A,N/A,N/A,1487.08
deepseek_clean_results,RTLLM/Prob037_parallel2serial,0.4000,0.4429,1.0000,1.0000,N/A,N/A,N/A,2114.40
deepseek_clean_results,RTLLM/Prob038_pulse_detect,0.0000,0.0190,0.0000,1.0000,N/A,N/A,N/A,1323.38
deepseek_clean_results,RTLLM/Prob039_serial2parallel,0.0000,0.0333,0.0000,1.0000,1.79,-55.46,10.00,12606.54
deepseek_clean_results,RTLLM/Prob040_synchronizer,1.0000,0.8476,1.0000,1.0000,N/A,N/A,N/A,1730.52
deepseek_clean_results,RTLLM/Prob041_traffic_light,0.0000,0.4571,0.0000,1.0000,37.06,99.21,N/A,1801.64
deepseek_clean_results,RTLLM/Prob042_width_8to16,1.0000,0.6905,1.0000,1.0000,N/A,N/A,N/A,1447.65
deepseek_clean_results,RTLLM/Prob043_RAM,1.0000,0.4429,1.0000,1.0000,36.51,68.07,41.94,1554.89
deepseek_clean_results,RTLLM/Prob044_ROM,1.0000,0.5952,1.0000,1.0000,N/A,N/A,N/A,1583.51
deepseek_clean_results,RTLLM/Prob045_alu,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,2566.40
deepseek_clean_results,RTLLM/Prob046_clkgenerator,0.0000,0.1333,0.0000,1.0000,N/A,N/A,N/A,1272.49
deepseek_clean_results,RTLLM/Prob047_instr_reg,1.0000,0.9095,1.0000,1.0000,N/A,N/A,N/A,1554.74
deepseek_clean_results,RTLLM/Prob048_pe,1.0000,0.5333,1.0000,1.0000,1.65,31.93,0.00,2073.91
deepseek_clean_results,RTLLM/Prob049_signal_generator,0.0000,0.1714,0.0000,1.0000,N/A,N/A,N/A,1329.06
deepseek_clean_results,RTLLM/Prob050_square_wave,1.0000,0.8905,1.0000,1.0000,99.16,100.00,100.00,1476.75
deepseek_clean_results,VerilogEval-Spec-to-RTL,0.6974,0.6622,0.8333,0.9551,5.3482,24.4656,13.6111,1515.8038
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob001_zero,1.0000,0.8619,1.0000,1.0000,N/A,N/A,N/A,1055.34
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,1.0000,0.8381,1.0000,1.0000,N/A,N/A,N/A,1054.56
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob003_step_one,1.0000,0.7952,1.0000,1.0000,N/A,N/A,N/A,1022.34
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob004_vector2,1.0000,0.9143,1.0000,1.0000,N/A,N/A,N/A,1239.84
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob005_notgate,1.0000,0.9333,1.0000,1.0000,N/A,N/A,N/A,1130.40
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob006_vectorr,1.0000,0.8952,1.0000,1.0000,N/A,N/A,N/A,1304.25
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob007_wire,1.0000,0.9000,1.0000,1.0000,N/A,N/A,N/A,1111.11
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,1.0000,0.7810,1.0000,1.0000,N/A,N/A,N/A,1021.65
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob009_popcount3,1.0000,0.8762,1.0000,1.0000,N/A,N/A,N/A,1224.99
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,1.0000,0.9667,1.0000,1.0000,N/A,N/A,N/A,1161.63
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob011_norgate,1.0000,0.8762,1.0000,1.0000,N/A,N/A,N/A,1294.13
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob012_xnorgate,1.0000,0.8952,1.0000,1.0000,N/A,N/A,N/A,1161.92
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,1.0000,0.8952,1.0000,1.0000,N/A,N/A,N/A,1178.56
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob014_andgate,1.0000,0.9429,1.0000,1.0000,N/A,N/A,N/A,1193.21
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob015_vector1,1.0000,0.9429,1.0000,1.0000,N/A,N/A,N/A,1195.82
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,1.0000,0.9190,1.0000,1.0000,N/A,N/A,N/A,1589.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob017_mux2to1v,1.0000,0.8905,1.0000,1.0000,0.00,0.00,N/A,1364.81
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob018_mux256to1,1.0000,0.7857,1.0000,1.0000,8.24,99.05,N/A,1803.81
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,1.0000,0.9429,1.0000,1.0000,N/A,N/A,N/A,1143.22
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,1.0000,0.9857,1.0000,1.0000,N/A,N/A,N/A,1251.05
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob021_mux256to1v,1.0000,0.8000,1.0000,1.0000,24.02,48.09,N/A,2350.40
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob022_mux2to1,1.0000,0.9524,1.0000,1.0000,N/A,N/A,N/A,1197.90
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob023_vector100r,1.0000,0.8333,1.0000,1.0000,0.00,0.00,N/A,1561.99
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob024_hadd,1.0000,0.9762,1.0000,1.0000,N/A,N/A,N/A,1114.05
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob025_reduction,1.0000,0.9238,1.0000,1.0000,N/A,N/A,N/A,1350.88
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,0.3000,0.5952,1.0000,1.0000,N/A,N/A,N/A,1157.87
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob027_fadd,1.0000,0.9429,1.0000,1.0000,N/A,N/A,N/A,1311.31
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,1.0000,0.9857,1.0000,1.0000,N/A,N/A,N/A,1098.51
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob029_m2014_q4g,1.0000,0.9571,1.0000,1.0000,N/A,N/A,N/A,1197.40
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob030_popcount255,0.6000,0.6524,1.0000,1.0000,2.46,10.70,N/A,2687.78
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob031_dff,1.0000,0.8333,1.0000,1.0000,N/A,N/A,N/A,1184.76
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob032_vector0,1.0000,0.9524,1.0000,1.0000,N/A,N/A,N/A,1108.79
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob033_ece241_2014_q1c,1.0000,0.7905,1.0000,1.0000,N/A,N/A,N/A,1654.90
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob034_dff8,0.0000,0.1524,0.0000,1.0000,N/A,N/A,N/A,1069.61
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob035_count1to10,1.0000,0.8476,1.0000,1.0000,N/A,N/A,N/A,1370.05
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob036_ringer,1.0000,0.9429,1.0000,1.0000,N/A,N/A,N/A,1213.42
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob037_review2015_count1k,1.0000,0.7381,1.0000,1.0000,N/A,N/A,N/A,1326.35
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob038_count15,1.0000,0.7857,1.0000,1.0000,N/A,N/A,N/A,1222.99
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob039_always_if,0.2000,0.6619,1.0000,1.0000,N/A,N/A,N/A,1216.92
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob040_count10,1.0000,0.8667,1.0000,1.0000,N/A,N/A,N/A,1358.54
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob041_dff8r,0.9000,0.7571,1.0000,1.0000,N/A,N/A,N/A,1613.84
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob042_vector4,1.0000,0.9238,1.0000,1.0000,N/A,N/A,N/A,1138.53
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob043_vector5,0.9000,0.7238,1.0000,1.0000,N/A,N/A,N/A,1622.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob044_vectorgates,1.0000,0.9667,1.0000,1.0000,N/A,N/A,N/A,1339.00
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob045_edgedetect2,0.1000,0.4429,1.0000,1.0000,N/A,N/A,N/A,1267.06
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob046_dff8p,1.0000,0.9000,1.0000,1.0000,N/A,N/A,N/A,1343.58
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob047_dff8ar,1.0000,0.9095,1.0000,1.0000,N/A,N/A,N/A,1412.74
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob048_m2014_q4c,1.0000,0.9000,1.0000,1.0000,N/A,N/A,N/A,1225.78
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,1.0000,0.7000,1.0000,1.0000,N/A,N/A,N/A,1321.38
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob050_kmap1,1.0000,0.9524,1.0000,1.0000,N/A,N/A,N/A,1185.86
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob051_gates4,1.0000,0.9286,1.0000,1.0000,N/A,N/A,N/A,1380.35
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob052_gates100,1.0000,0.8000,1.0000,1.0000,42.66,31.02,N/A,1966.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob053_m2014_q4d,0.0000,0.2048,0.0000,1.0000,N/A,N/A,N/A,945.07
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob054_edgedetect,0.8000,0.4190,1.0000,1.0000,N/A,N/A,N/A,1218.41
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob055_conditional,1.0000,0.9333,1.0000,1.0000,14.40,99.24,N/A,1429.01
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob056_ece241_2013_q7,1.0000,0.9095,1.0000,1.0000,N/A,N/A,N/A,1352.96
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob057_kmap2,0.0000,0.3190,0.0000,1.0000,N/A,N/A,N/A,1313.02
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,0.0000,0.6429,0.0000,1.0000,N/A,N/A,N/A,1283.77
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob059_wire4,1.0000,0.9667,1.0000,1.0000,N/A,N/A,N/A,1122.11
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob060_m2014_q4k,1.0000,0.8381,1.0000,1.0000,N/A,N/A,N/A,1199.32
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob061_2014_q4a,0.9000,0.7524,1.0000,1.0000,N/A,N/A,N/A,1296.37
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob062_bugs_mux2,0.0000,0.1714,0.0000,1.0000,N/A,N/A,N/A,1111.29
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob063_review2015_shiftcount,0.6000,0.7857,1.0000,1.0000,N/A,N/A,N/A,1323.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob064_vector3,1.0000,0.7714,1.0000,1.0000,N/A,N/A,N/A,1325.64
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob065_7420,1.0000,0.8476,1.0000,1.0000,N/A,N/A,N/A,1387.47
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob066_edgecapture,0.0000,0.0190,0.0000,1.0000,N/A,N/A,N/A,1080.16
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob067_countslow,1.0000,0.8667,1.0000,1.0000,N/A,N/A,N/A,1412.29
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob068_countbcd,0.7000,0.5190,1.0000,1.0000,-1.11,99.82,100.00,1716.61
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob069_truthtable1,1.0000,0.9667,1.0000,1.0000,N/A,N/A,N/A,1335.62
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob070_ece241_2013_q2,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1422.81
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob071_always_casez,0.6000,0.8619,1.0000,1.0000,N/A,N/A,N/A,1412.24
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob072_thermostat,1.0000,0.8571,1.0000,1.0000,N/A,N/A,N/A,1540.77
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob073_dff16e,1.0000,0.8667,1.0000,1.0000,0.00,99.59,100.00,1405.98
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob074_ece241_2014_q4,0.2000,0.5190,1.0000,1.0000,N/A,N/A,N/A,1257.61
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob075_counter_2bc,0.9000,0.8429,1.0000,1.0000,N/A,N/A,N/A,1395.88
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob076_always_case,1.0000,0.9143,1.0000,1.0000,N/A,N/A,N/A,1419.04
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob077_wire_decl,1.0000,0.8952,1.0000,1.0000,N/A,N/A,N/A,1239.32
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob078_dualedge,0.5000,0.4238,1.0000,1.0000,N/A,N/A,N/A,1294.43
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob079_fsm3onehot,0.9000,0.8762,1.0000,1.0000,N/A,N/A,N/A,1471.27
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob080_timer,0.9000,0.6857,1.0000,1.0000,-2.88,19.50,-5.71,1274.36
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob081_7458,1.0000,0.9905,1.0000,1.0000,N/A,N/A,N/A,1356.56
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob082_lfsr32,0.1000,0.4524,1.0000,1.0000,10.41,1.59,0.00,2149.88
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob083_mt2015_q4b,1.0000,0.9000,1.0000,1.0000,N/A,N/A,N/A,1380.79
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob084_ece241_2013_q12,0.9000,0.7333,1.0000,1.0000,N/A,N/A,N/A,1511.75
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob085_shift4,1.0000,0.7143,1.0000,1.0000,N/A,N/A,N/A,1387.55
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob086_lfsr5,0.0000,0.5857,0.0000,1.0000,N/A,N/A,N/A,1365.77
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob087_gates,1.0000,0.8810,1.0000,1.0000,N/A,N/A,N/A,1400.72
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob088_ece241_2014_q5b,0.9000,0.7048,1.0000,1.0000,N/A,N/A,N/A,1339.51
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob089_ece241_2014_q5a,0.4000,0.4000,1.0000,1.0000,N/A,N/A,N/A,1216.04
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob090_circuit1,1.0000,0.9619,1.0000,1.0000,N/A,N/A,N/A,1226.98
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob091_2012_q2b,0.9000,0.7476,1.0000,1.0000,N/A,N/A,N/A,1541.59
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob092_gatesv100,0.5000,0.6857,1.0000,1.0000,0.00,0.00,N/A,1512.68
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob093_ece241_2014_q3,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1408.97
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob094_gatesv,0.8000,0.7476,1.0000,1.0000,N/A,N/A,N/A,1418.62
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob095_review2015_fsmshift,0.3000,0.0190,1.0000,1.0000,N/A,N/A,N/A,1094.89
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob096_review2015_fsmseq,0.8000,0.5143,1.0000,1.0000,N/A,N/A,N/A,1369.96
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob097_mux9to1v,1.0000,0.7476,1.0000,1.0000,11.15,15.57,N/A,1699.24
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,0.6000,0.6714,1.0000,1.0000,N/A,N/A,N/A,1239.66
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob099_m2014_q6c,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1222.44
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob100_fsm3comb,1.0000,0.7143,1.0000,1.0000,N/A,N/A,N/A,1464.87
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob101_circuit4,0.3000,0.7714,1.0000,1.0000,N/A,N/A,N/A,1306.51
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob102_circuit3,0.9000,0.8524,1.0000,1.0000,N/A,N/A,N/A,1340.90
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob103_circuit2,0.7000,0.9143,1.0000,1.0000,N/A,N/A,N/A,1420.76
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob104_mt2015_muxdff,0.0000,0.0286,0.0000,1.0000,N/A,N/A,N/A,1139.32
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob105_rotate100,1.0000,0.7952,1.0000,1.0000,7.26,6.47,0.00,3384.43
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob106_always_nolatches,0.6000,0.8571,1.0000,1.0000,N/A,N/A,N/A,4801.67
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob107_fsm1s,1.0000,0.8286,1.0000,1.0000,N/A,N/A,N/A,1336.89
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob108_rule90,1.0000,0.5810,1.0000,1.0000,-9.74,-8.90,-4.35,8290.82
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob109_fsm1,1.0000,0.7619,1.0000,1.0000,N/A,N/A,N/A,1295.23
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob110_fsm2,1.0000,0.8762,1.0000,1.0000,N/A,N/A,N/A,1271.49
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob111_fsm2s,1.0000,0.7810,1.0000,1.0000,N/A,N/A,N/A,1379.39
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob112_always_case2,0.0000,0.4429,0.0000,1.0000,N/A,N/A,N/A,1235.18
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob113_2012_q1g,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1399.55
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob114_bugs_case,1.0000,0.8762,1.0000,1.0000,N/A,N/A,N/A,1592.86
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob115_shift18,1.0000,0.6619,1.0000,1.0000,16.32,27.73,32.43,1855.49
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,0.0000,0.3286,0.0000,1.0000,N/A,N/A,N/A,1418.72
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob117_circuit9,0.0000,0.5095,0.0000,1.0000,N/A,N/A,N/A,1286.61
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob118_history_shift,1.0000,0.6762,1.0000,1.0000,-8.07,-2.24,12.50,1552.22
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob119_fsm3,1.0000,0.7381,1.0000,1.0000,N/A,N/A,N/A,1396.61
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob120_fsm3s,1.0000,0.8286,1.0000,1.0000,N/A,N/A,N/A,1451.57
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob121_2014_q3bfsm,0.8000,0.6810,1.0000,1.0000,N/A,N/A,N/A,1518.10
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob122_kmap4,0.8000,0.8048,1.0000,1.0000,N/A,N/A,N/A,1288.65
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob123_bugs_addsubz,0.5000,0.8952,1.0000,1.0000,23.33,4.50,N/A,1442.19
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob124_rule110,0.1000,0.2857,1.0000,1.0000,-8.18,-6.27,0.00,3314.63
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob125_kmap3,0.0000,0.6190,0.0000,1.0000,N/A,N/A,N/A,1318.11
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob126_circuit6,1.0000,0.8238,1.0000,1.0000,N/A,N/A,N/A,1666.69
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob127_lemmings1,1.0000,0.6810,1.0000,1.0000,N/A,N/A,N/A,1441.17
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob128_fsm_ps2,0.1000,0.3762,1.0000,1.0000,N/A,N/A,N/A,1326.47
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob129_ece241_2013_q8,1.0000,0.6619,1.0000,1.0000,N/A,N/A,N/A,1450.64
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob130_circuit5,0.4000,0.8238,1.0000,1.0000,N/A,N/A,N/A,1534.96
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob131_mt2015_q4,1.0000,0.7048,1.0000,1.0000,N/A,N/A,N/A,1546.99
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob132_always_if2,1.0000,0.8857,1.0000,1.0000,N/A,N/A,N/A,1488.21
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob133_2014_q3fsm,0.1000,0.2619,1.0000,1.0000,N/A,N/A,N/A,1495.39
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob134_2014_q3c,0.8000,0.6667,1.0000,1.0000,N/A,N/A,N/A,1551.30
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1546.89
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob136_m2014_q6,0.8000,0.6810,1.0000,1.0000,N/A,N/A,N/A,1649.42
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob137_fsm_serial,0.6000,0.2857,1.0000,1.0000,N/A,N/A,N/A,1659.69
deepseek_clean_results,VerilogEval-Spec-to-RTL/Prob138_2012_q2fsm,1.0000,0.7048,1.0000,1.0000,N/A,N/A,N/A,1631.62
