corpus,descriptor_family,method,seed,problem_id,motif_distance_threshold,valid_ppa_count,retained_count,suppressed_near_motif_count,retained_fraction,unique_motif_signatures,unique_canonical_netlists,retained_pareto_size,baseline_pareto_size,retained_hypervolume,baseline_hypervolume,retained_best_fitness,baseline_best_fitness
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob005_adder_bcd,0.01,90,10,80,0.1111111111111111,10,10,1,9,0.022075055187637988,0.022075055187637988,0.10345842531272997,0.10345842531272997
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob005_adder_bcd,0.025,90,10,80,0.1111111111111111,10,10,1,9,0.022075055187637988,0.022075055187637988,0.10345842531272997,0.10345842531272997
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob005_adder_bcd,0.05,90,9,81,0.1,9,9,1,9,0.022075055187637988,0.022075055187637988,0.10345842531272997,0.10345842531272997
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob007_comparator_3bit,0.0,154,21,133,0.13636363636363635,21,21,1,4,0.010313605564549981,0.010313605564549981,0.07805160800303813,0.07805160800303813
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob007_comparator_3bit,0.01,154,21,133,0.13636363636363635,21,21,1,4,0.010313605564549981,0.010313605564549981,0.07805160800303813,0.07805160800303813
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob007_comparator_3bit,0.025,154,19,135,0.12337662337662338,19,19,1,4,0.010313605564549981,0.010313605564549981,0.07805160800303813,0.07805160800303813
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob007_comparator_3bit,0.05,154,15,139,0.09740259740259741,15,15,1,4,0.010313605564549981,0.010313605564549981,0.07805160800303813,0.07805160800303813
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob008_comparator_4bit,0.0,101,18,83,0.1782178217821782,18,18,1,2,0.17090909090909093,0.17090909090909093,0.2778787878787879,0.2778787878787879
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob008_comparator_4bit,0.01,101,17,84,0.16831683168316833,17,17,1,2,0.17090909090909093,0.17090909090909093,0.2778787878787879,0.2778787878787879
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob008_comparator_4bit,0.025,101,15,86,0.1485148514851485,15,15,1,2,0.17090909090909093,0.17090909090909093,0.2778787878787879,0.2778787878787879
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob008_comparator_4bit,0.05,101,9,92,0.0891089108910891,9,9,1,2,0.10166666666666668,0.17090909090909093,0.21277777777777782,0.2778787878787879
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob009_div_16bit,0.0,68,26,42,0.38235294117647056,26,26,3,6,0.5894588270362918,0.5894588270362918,0.5112288546091363,0.5112288546091363
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob009_div_16bit,0.01,68,15,53,0.22058823529411764,15,15,3,6,0.5772133541992697,0.5894588270362918,0.5043281913704449,0.5112288546091363
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob009_div_16bit,0.025,68,4,64,0.058823529411764705,4,4,1,6,0.572279007377599,0.5894588270362918,0.5043281913704449,0.5112288546091363
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob009_div_16bit,0.05,68,2,66,0.029411764705882353,2,2,1,6,0.5286541471048514,0.5894588270362918,0.48479916536254564,0.5112288546091363
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob012_multi_8bit,0.0,152,6,146,0.039473684210526314,6,6,1,25,0.21967367097429058,0.21967367097429058,0.31786527691507466,0.31786527691507466
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob012_multi_8bit,0.01,152,3,149,0.019736842105263157,3,3,1,25,0.21967367097429058,0.21967367097429058,0.31786527691507466,0.31786527691507466
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob012_multi_8bit,0.025,152,3,149,0.019736842105263157,3,3,1,25,0.21967367097429058,0.21967367097429058,0.31786527691507466,0.31786527691507466
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob012_multi_8bit,0.05,152,2,150,0.013157894736842105,2,2,1,25,0.21967367097429058,0.21967367097429058,0.31786527691507466,0.31786527691507466
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob013_multi_booth_8bit,0.0,18,2,16,0.1111111111111111,2,2,1,17,0.027777777777777776,0.027777777777777776,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob013_multi_booth_8bit,0.01,18,2,16,0.1111111111111111,2,2,1,17,0.027777777777777776,0.027777777777777776,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob013_multi_booth_8bit,0.025,18,2,16,0.1111111111111111,2,2,1,17,0.027777777777777776,0.027777777777777776,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob013_multi_booth_8bit,0.05,18,2,16,0.1111111111111111,2,2,1,17,0.027777777777777776,0.027777777777777776,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob019_sub_64bit,0.0,159,12,147,0.07547169811320754,12,12,1,1,0.20428216312555697,0.20428216312555697,0.30131742830490543,0.30131742830490543
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob019_sub_64bit,0.01,159,6,153,0.03773584905660377,6,6,1,1,0.20428216312555697,0.20428216312555697,0.30131742830490543,0.30131742830490543
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob019_sub_64bit,0.025,159,3,156,0.018867924528301886,3,3,1,1,0.20101464909400746,0.20428216312555697,0.2988980608581002,0.30131742830490543
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob019_sub_64bit,0.05,159,2,157,0.012578616352201259,2,2,1,1,0.20101464909400746,0.20428216312555697,0.2988980608581002,0.30131742830490543
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob020_JC_counter,0.0,147,5,142,0.034013605442176874,5,5,2,122,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob020_JC_counter,0.01,147,4,143,0.027210884353741496,4,4,1,122,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob020_JC_counter,0.025,147,4,143,0.027210884353741496,4,4,1,122,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob020_JC_counter,0.05,147,4,143,0.027210884353741496,4,4,1,122,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob021_counter_12,0.0,157,6,151,0.03821656050955414,6,6,4,4,0.0,0.0,0.33055634223858527,0.33055634223858527
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob021_counter_12,0.01,157,6,151,0.03821656050955414,6,6,4,4,0.0,0.0,0.33055634223858527,0.33055634223858527
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob021_counter_12,0.025,157,5,152,0.03184713375796178,5,5,3,4,0.0,0.0,0.33055634223858527,0.33055634223858527
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob021_counter_12,0.05,157,5,152,0.03184713375796178,5,5,4,4,0.0,0.0,0.33055634223858527,0.33055634223858527
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob023_up_down_counter,0.0,123,3,120,0.024390243902439025,3,3,3,123,0.0,0.0,0.031166974369953915,0.031166974369953915
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob023_up_down_counter,0.01,123,2,121,0.016260162601626018,2,2,2,123,0.0,0.0,0.031166974369953915,0.031166974369953915
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob023_up_down_counter,0.025,123,2,121,0.016260162601626018,2,2,2,123,0.0,0.0,0.031166974369953915,0.031166974369953915
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob023_up_down_counter,0.05,123,2,121,0.016260162601626018,2,2,2,123,0.0,0.0,0.031166974369953915,0.031166974369953915
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob024_fsm,0.0,19,5,14,0.2631578947368421,5,5,1,5,0.3406318423522052,0.3406318423522052,0.6834970284641851,0.6834970284641851
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob024_fsm,0.01,19,5,14,0.2631578947368421,5,5,1,5,0.3406318423522052,0.3406318423522052,0.6834970284641851,0.6834970284641851
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob024_fsm,0.025,19,5,14,0.2631578947368421,5,5,1,5,0.3406318423522052,0.3406318423522052,0.6834970284641851,0.6834970284641851
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob024_fsm,0.05,19,3,16,0.15789473684210525,3,3,1,5,0.3406318423522052,0.3406318423522052,0.6834970284641851,0.6834970284641851
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob025_sequence_detector,0.0,8,3,5,0.375,3,3,1,1,0.04338963931804551,0.04338963931804551,0.3624073069271116,0.3624073069271116
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob025_sequence_detector,0.01,8,3,5,0.375,3,3,1,1,0.04338963931804551,0.04338963931804551,0.3624073069271116,0.3624073069271116
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob025_sequence_detector,0.025,8,3,5,0.375,3,3,1,1,0.04338963931804551,0.04338963931804551,0.3624073069271116,0.3624073069271116
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob025_sequence_detector,0.05,8,3,5,0.375,3,3,1,1,0.04338963931804551,0.04338963931804551,0.3624073069271116,0.3624073069271116
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob027_LIFObuffer,0.0,24,9,15,0.375,9,9,5,18,0.0,0.0,0.12186560168297222,0.12186560168297222
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob027_LIFObuffer,0.01,24,8,16,0.3333333333333333,8,8,5,18,0.0,0.0,0.12186560168297222,0.12186560168297222
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob027_LIFObuffer,0.025,24,8,16,0.3333333333333333,8,8,5,18,0.0,0.0,0.12186560168297222,0.12186560168297222
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob027_LIFObuffer,0.05,24,6,18,0.25,6,6,3,18,0.0,0.0,0.12186560168297222,0.12186560168297222
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob030_right_shifter,0.0,133,3,130,0.022556390977443608,3,3,2,128,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob030_right_shifter,0.01,133,3,130,0.022556390977443608,3,3,2,128,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob030_right_shifter,0.025,133,3,130,0.022556390977443608,3,3,2,128,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob030_right_shifter,0.05,133,3,130,0.022556390977443608,3,3,2,128,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob031_freq_div,0.0,10,4,6,0.4,4,4,2,2,0.05207749627421761,0.05207749627421761,0.32343467461500247,0.32343467461500247
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob031_freq_div,0.01,10,4,6,0.4,4,4,2,2,0.05207749627421761,0.05207749627421761,0.32343467461500247,0.32343467461500247
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob031_freq_div,0.025,10,4,6,0.4,4,4,2,2,0.05207749627421761,0.05207749627421761,0.32343467461500247,0.32343467461500247
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob031_freq_div,0.05,10,4,6,0.4,4,4,2,2,0.05207749627421761,0.05207749627421761,0.32343467461500247,0.32343467461500247
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob035_calendar,0.0,40,5,35,0.125,5,5,2,33,0.0,0.0,0.02338218818936739,0.02338218818936739
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob035_calendar,0.01,40,5,35,0.125,5,5,2,33,0.0,0.0,0.02338218818936739,0.02338218818936739
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob035_calendar,0.025,40,4,36,0.1,4,4,3,33,0.0,0.0,0.00510204081632653,0.02338218818936739
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob035_calendar,0.05,40,2,38,0.05,2,2,2,33,0.0,0.0,-0.0,0.02338218818936739
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob036_edge_detect,0.0,93,9,84,0.0967741935483871,9,9,1,5,0.3558897243107769,0.3558897243107769,0.15286036441867193,0.15286036441867193
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob036_edge_detect,0.01,93,9,84,0.0967741935483871,9,9,1,5,0.3558897243107769,0.3558897243107769,0.15286036441867193,0.15286036441867193
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob036_edge_detect,0.025,93,9,84,0.0967741935483871,9,9,1,5,0.3558897243107769,0.3558897243107769,0.15286036441867193,0.15286036441867193
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob036_edge_detect,0.05,93,8,85,0.08602150537634409,8,8,1,5,0.3558897243107769,0.3558897243107769,0.15286036441867193,0.15286036441867193
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob037_parallel2serial,0.0,1,1,0,1.0,1,1,1,1,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob037_parallel2serial,0.01,1,1,0,1.0,1,1,1,1,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob037_parallel2serial,0.025,1,1,0,1.0,1,1,1,1,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob037_parallel2serial,0.05,1,1,0,1.0,1,1,1,1,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob040_synchronizer,0.0,23,3,20,0.13043478260869565,3,3,3,23,0.027777777777777766,0.027777777777777766,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob040_synchronizer,0.01,23,3,20,0.13043478260869565,3,3,3,23,0.027777777777777766,0.027777777777777766,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob040_synchronizer,0.025,23,2,21,0.08695652173913043,2,2,2,23,0.027777777777777766,0.027777777777777766,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob040_synchronizer,0.05,23,2,21,0.08695652173913043,2,2,2,23,0.027777777777777766,0.027777777777777766,0.0,0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob043_RAM,0.0,70,10,60,0.14285714285714285,9,10,4,38,0.09969244242165706,0.09969244242165706,0.44449010410240736,0.44449010410240736
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob043_RAM,0.01,70,8,62,0.11428571428571428,8,8,4,38,0.09969244242165706,0.09969244242165706,0.44449010410240736,0.44449010410240736
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob043_RAM,0.025,70,6,64,0.08571428571428572,6,6,2,38,0.09899124501146282,0.09969244242165706,0.44449010410240736,0.44449010410240736
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob043_RAM,0.05,70,4,66,0.05714285714285714,4,4,2,38,0.07931860755604618,0.09969244242165706,0.44449010410240736,0.44449010410240736
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob044_ROM,0.0,68,2,66,0.029411764705882353,2,2,2,52,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob044_ROM,0.01,68,2,66,0.029411764705882353,2,2,2,52,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob044_ROM,0.025,68,2,66,0.029411764705882353,2,2,2,52,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob044_ROM,0.05,68,2,66,0.029411764705882353,2,2,2,52,0.0,0.0,-0.0,-0.0
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob047_instr_reg,0.0,86,6,80,0.06976744186046512,6,6,1,1,0.0,0.0,0.05684754521963826,0.05684754521963826
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob047_instr_reg,0.01,86,5,81,0.05813953488372093,5,5,1,1,0.0,0.0,0.05684754521963826,0.05684754521963826
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob047_instr_reg,0.025,86,5,81,0.05813953488372093,5,5,1,1,0.0,0.0,0.05684754521963826,0.05684754521963826
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob047_instr_reg,0.05,86,4,82,0.046511627906976744,4,4,1,1,0.0,0.0,0.05684754521963826,0.05684754521963826
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob048_pe,0.0,94,10,84,0.10638297872340426,10,10,3,12,0.0,0.0,0.12343122086394455,0.12343122086394455
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob048_pe,0.01,94,4,90,0.0425531914893617,4,4,3,12,0.0,0.0,0.12343122086394455,0.12343122086394455
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob048_pe,0.025,94,3,91,0.031914893617021274,3,3,3,12,0.0,0.0,0.12343122086394455,0.12343122086394455
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob048_pe,0.05,94,2,92,0.02127659574468085,2,2,2,12,0.0,0.0,0.12343122086394455,0.12343122086394455
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob049_signal_generator,0.0,72,6,66,0.08333333333333333,6,6,3,23,0.020152425231005903,0.020152425231005903,0.26025712884096003,0.26025712884096003
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob049_signal_generator,0.01,72,6,66,0.08333333333333333,6,6,3,23,0.020152425231005903,0.020152425231005903,0.26025712884096003,0.26025712884096003
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob049_signal_generator,0.025,72,3,69,0.041666666666666664,3,3,3,23,0.018054538692762384,0.020152425231005903,0.25984938304829974,0.26025712884096003
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob049_signal_generator,0.05,72,3,69,0.041666666666666664,3,3,3,23,0.018054538692762384,0.020152425231005903,0.25984938304829974,0.26025712884096003
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob050_square_wave,0.0,130,45,85,0.34615384615384615,44,45,7,8,0.04604211170937584,0.07897512297056049,0.2811531090168861,0.2811531090168861
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob050_square_wave,0.01,130,37,93,0.2846153846153846,37,37,7,8,0.04604211170937584,0.07897512297056049,0.2811531090168861,0.2811531090168861
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob050_square_wave,0.025,130,30,100,0.23076923076923078,30,30,5,8,0.04521484707243221,0.07897512297056049,0.2811531090168861,0.2811531090168861
rtllm_gen20,lexical_structural_posthoc,classic_revolution,0,RTLLM/Prob050_square_wave,0.05,130,15,115,0.11538461538461539,15,15,5,8,0.0021129269947910965,0.07897512297056049,0.12568752197235164,0.2811531090168861
