problem_id,candidate_count,syntax_count,functionality_count,valid_ppa_count,valid_ppa_rate,best_fitness,hypervolume,pareto_count,style_cluster_count,front_style_cluster_count,unique_netlist_count,unique_motif_count,hv_per_valid_ppa,front_per_valid_ppa,motifs_per_valid_ppa
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob037_parallel2serial,210,210,108,108,0.5142857142857142,0.40977516147494075,0.08106941378464558,2,1,1,0,0,0.0007506427202281998,0.018518518518518517,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob038_pulse_detect,210,210,17,17,0.08095238095238096,0.7356919579425973,0.3640238704177323,4,2,1,0,0,0.0214131688481019,0.23529411764705882,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob039_serial2parallel,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob040_synchronizer,210,210,178,178,0.8476190476190476,0.0,0.027777777777777766,178,2,2,0,0,0.00015605493133583013,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob041_traffic_light,210,210,116,116,0.5523809523809524,0.640531045751634,0.2915858750907771,9,2,1,0,0,0.002513671336989458,0.07758620689655173,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob042_width_8to16,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob043_RAM,210,210,170,170,0.8095238095238095,0.44449010410240736,0.10181421877230173,26,1,1,0,0,0.0005989071692488338,0.15294117647058825,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob044_ROM,210,210,170,170,0.8095238095238095,-0.0,0.0,109,5,4,0,0,0.0,0.6411764705882353,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob045_alu,210,210,104,104,0.49523809523809526,0.22714468756160064,0.051567514291346345,1,3,1,0,0,0.000495841483570638,0.009615384615384616,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob046_clkgenerator,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob047_instr_reg,210,210,199,199,0.9476190476190476,0.30926541159099297,0.0,1,2,1,0,0,0.0,0.005025125628140704,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob048_pe,210,210,128,128,0.6095238095238096,0.1453284139160448,0.0,34,1,1,0,0,0.0,0.265625,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob049_signal_generator,210,210,70,70,0.3333333333333333,0.25893765003508834,0.01391280208771496,65,2,2,0,0,0.00019875431553878514,0.9285714285714286,0.0
aspdac2026/gpt-4.1-mini_clean_results/RTLLM/Prob050_square_wave,210,210,205,205,0.9761904761904762,0.334203154946189,0.00991320883776481,10,1,1,0,0,4.8357116281779566e-05,0.04878048780487805,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob001_zero,210,210,164,164,0.780952380952381,-0.0,0.0,163,4,4,0,0,0.0,0.9939024390243902,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob002_m2014_q4i,210,210,153,153,0.7285714285714285,-0.0,0.0,152,3,3,0,0,0.0,0.9934640522875817,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob003_step_one,210,210,153,153,0.7285714285714285,-0.0,0.0,153,3,3,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob004_vector2,210,210,189,189,0.9,-0.0,0.0,189,4,4,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob005_notgate,210,210,207,207,0.9857142857142858,0.49422246220302374,0.0,14,6,3,0,0,0.0,0.06763285024154589,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob006_vectorr,210,210,198,198,0.9428571428571428,0.4944970414201183,0.0,34,2,2,0,0,0.0,0.1717171717171717,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob007_wire,210,210,204,204,0.9714285714285714,0.49450236966824646,0.0,16,6,3,0,0,0.0,0.0784313725490196,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,210,210,138,138,0.6571428571428571,-0.0,0.0,138,3,3,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,210,210,200,200,0.9523809523809523,-0.0,0.0,172,4,3,0,0,0.0,0.86,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,210,210,209,209,0.9952380952380953,0.4945035460992908,0.0,14,3,2,0,0,0.0,0.06698564593301436,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,210,210,204,204,0.9714285714285714,0.49422222222222223,0.0,10,4,2,0,0,0.0,0.049019607843137254,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,210,210,201,201,0.9571428571428572,0.4946969696969697,0.0,19,4,1,0,0,0.0,0.0945273631840796,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,210,210,206,206,0.9809523809523809,0.49422222222222223,0.0,28,6,4,0,0,0.0,0.13592233009708737,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,210,210,207,207,0.9857142857142858,0.4944505494505494,0.0,16,6,2,0,0,0.0,0.07729468599033816,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,210,210,208,208,0.9904761904761905,0.4944955489614244,0.0,32,6,3,0,0,0.0,0.15384615384615385,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,210,210,207,207,0.9857142857142858,0.6364323308270676,0.27800210526315794,1,5,1,0,0,0.0013430053394355456,0.004830917874396135,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,210,210,206,206,0.9809523809523809,0.4946742209631728,0.0,50,3,3,0,0,0.0,0.24271844660194175,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,210,210,206,206,0.9809523809523809,0.613377224889665,0.23208933507929583,2,4,1,0,0,0.0011266472576664847,0.009708737864077669,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,210,210,193,193,0.919047619047619,0.4945035460992908,0.0,18,5,2,0,0,0.0,0.09326424870466321,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,210,210,197,197,0.9380952380952381,-0.0,0.0,197,4,4,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,210,210,202,202,0.9619047619047619,0.6304467965530162,0.3707050601556971,2,5,1,0,0,0.0018351735651272133,0.009900990099009901,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,210,210,208,208,0.9904761904761905,0.4946236559139785,0.0,79,6,6,0,0,0.0,0.3798076923076923,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,210,210,176,176,0.8380952380952381,0.4945023696682464,0.0,62,3,3,0,0,0.0,0.3522727272727273,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,210,210,208,208,0.9904761904761905,0.49464780600461894,0.0,7,6,1,0,0,0.0,0.03365384615384615,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,210,210,201,201,0.9571428571428572,0.4948618490967056,0.0,15,3,3,0,0,0.0,0.07462686567164178,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,210,210,208,208,0.9904761904761905,-0.0,0.0,208,4,4,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,210,210,206,206,0.9809523809523809,0.49477987421383646,0.0,18,4,1,0,0,0.0,0.08737864077669903,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,210,210,1,1,0.004761904761904762,0.31210392902408113,0.09695817490494296,1,1,1,0,0,0.09695817490494296,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob029_m2014_q4g,210,210,203,203,0.9666666666666667,0.49478932584269664,0.0,13,4,1,0,0,0.0,0.06403940886699508,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob030_popcount255,210,210,121,121,0.5761904761904761,0.43386838494537744,0.010780346318842593,5,3,2,0,0,8.909377123010407e-05,0.04132231404958678,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob031_dff,210,210,189,189,0.9,0.4986923076923077,0.0,35,3,2,0,0,0.0,0.18518518518518517,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob032_vector0,210,210,204,204,0.9714285714285714,0.4945275590551181,0.0,15,3,2,0,0,0.0,0.07352941176470588,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob033_ece241_2014_q1c,210,210,186,186,0.8857142857142857,0.6700864167478091,0.3440834956183057,28,6,3,0,0,0.0018499112667650845,0.15053763440860216,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob034_dff8,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob035_count1to10,210,210,198,198,0.9428571428571428,0.0591100250297519,9.529093380879985e-05,34,2,2,0,0,4.812673424686861e-07,0.1717171717171717,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob036_ringer,210,210,206,206,0.9809523809523809,-0.0,0.0,206,4,4,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob037_review2015_count1k,210,210,188,188,0.8952380952380953,0.017543859649122823,0.0,17,2,1,0,0,0.0,0.09042553191489362,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob038_count15,210,210,201,201,0.9571428571428572,0.027670682730923685,0.0,10,1,1,0,0,0.0,0.04975124378109453,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob039_always_if,210,210,205,205,0.9761904761904762,0.49469298245614035,0.0,6,4,1,0,0,0.0,0.02926829268292683,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob040_count10,210,210,200,200,0.9523809523809523,0.02502067824648475,0.0,180,2,2,0,0,0.0,0.9,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob041_dff8r,210,210,209,209,0.9952380952380953,0.4980696798493409,0.0,14,1,1,0,0,0.0,0.06698564593301436,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob042_vector4,210,210,205,205,0.9761904761904762,-0.0,0.0,205,5,5,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob043_vector5,210,210,107,107,0.5095238095238095,-0.0,0.0,99,4,4,0,0,0.0,0.9252336448598131,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob044_vectorgates,210,210,209,209,0.9952380952380953,0.4943992248062015,0.0,7,3,2,0,0,0.0,0.03349282296650718,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob045_edgedetect2,210,210,128,128,0.6095238095238096,0.6377554416261918,0.0,3,1,1,0,0,0.0,0.0234375,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob046_dff8p,210,210,184,184,0.8761904761904762,0.4985342019543974,0.0,27,1,1,0,0,0.0,0.14673913043478262,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob047_dff8ar,210,210,204,204,0.9714285714285714,0.4988501326259947,0.0,25,1,1,0,0,0.0,0.12254901960784313,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob048_m2014_q4c,210,210,195,195,0.9285714285714286,0.49839669421487603,0.0,1,3,1,0,0,0.0,0.005128205128205128,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob049_m2014_q4b,210,210,142,142,0.6761904761904762,0.49877083333333333,0.0,7,2,1,0,0,0.0,0.04929577464788732,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob050_kmap1,210,210,208,208,0.9904761904761905,0.4943668407310705,0.0,30,7,3,0,0,0.0,0.14423076923076922,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob051_gates4,210,210,206,206,0.9809523809523809,0.494739507959479,0.0,37,6,6,0,0,0.0,0.1796116504854369,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob052_gates100,210,210,186,186,0.8857142857142857,0.3684277734754741,0.1323507604092864,6,3,1,0,0,0.0007115632280069161,0.03225806451612903,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob053_m2014_q4d,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob054_edgedetect,210,210,135,135,0.6428571428571429,0.0707671957671958,0.0,2,1,1,0,0,0.0,0.014814814814814815,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob055_conditional,210,210,202,202,0.9619047619047619,0.5682405988363843,0.1615772669220945,46,3,3,0,0,0.0007998874600103689,0.22772277227722773,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob056_ece241_2013_q7,210,210,75,75,0.35714285714285715,-0.0,0.0,75,2,2,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob057_kmap2,210,210,137,137,0.6523809523809524,0.6635495118549513,0.33125523012552305,2,4,2,0,0,0.0024179213877775405,0.014598540145985401,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob058_alwaysblock2,210,210,186,186,0.8857142857142857,0.49744460856720824,0.0,7,3,2,0,0,0.0,0.03763440860215054,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob059_wire4,210,210,207,207,0.9857142857142858,0.49450236966824646,0.0,16,5,3,0,0,0.0,0.07729468599033816,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob060_m2014_q4k,210,210,200,200,0.9523809523809523,0.6660319284802044,0.0,37,1,1,0,0,0.0,0.185,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob061_2014_q4a,210,210,198,198,0.9428571428571428,-0.0,0.0,198,2,2,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob062_bugs_mux2,231,231,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob063_review2015_shiftcount,210,210,100,100,0.47619047619047616,0.1258224486542182,0.0,93,2,2,0,0,0.0,0.93,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob064_vector3,210,210,172,172,0.819047619047619,0.49446287519747234,0.0,12,2,2,0,0,0.0,0.06976744186046512,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob065_7420,210,210,182,182,0.8666666666666667,0.4942857142857143,0.0,35,3,3,0,0,0.0,0.19230769230769232,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob066_edgecapture,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob067_countslow,210,210,197,197,0.9380952380952381,0.056794630464130184,0.0,5,2,2,0,0,0.0,0.025380710659898477,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob068_countbcd,210,210,110,110,0.5238095238095238,0.08916669760304911,8.909678137877275e-05,11,1,1,0,0,8.09970739807025e-07,0.1,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob069_truthtable1,210,210,203,203,0.9666666666666667,0.4946236559139785,0.0,16,5,3,0,0,0.0,0.07881773399014778,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob070_ece241_2013_q2,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob071_always_casez,210,210,141,141,0.6714285714285714,0.15237740665886607,0.014466546112115732,4,5,3,0,0,0.00010259961781642363,0.028368794326241134,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob072_thermostat,210,210,205,205,0.9761904761904762,0.0032467532467532374,0.0,153,4,4,0,0,0.0,0.7463414634146341,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob073_dff16e,210,210,193,193,0.919047619047619,-0.0,0.0,193,1,1,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob074_ece241_2014_q4,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob075_counter_2bc,210,210,197,197,0.9380952380952381,0.3607732732732733,0.036599099099099086,7,2,1,0,0,0.000185782228929437,0.03553299492385787,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob076_always_case,210,210,203,203,0.9666666666666667,0.023280098280098308,0.0,93,5,3,0,0,0.0,0.458128078817734,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob077_wire_decl,210,210,208,208,0.9904761904761905,0.4946511627906977,0.0,28,3,2,0,0,0.0,0.1346153846153846,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob078_dualedge,210,210,103,103,0.49047619047619045,0.4990246913580247,0.0,51,2,2,0,0,0.0,0.49514563106796117,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob079_fsm3onehot,210,210,206,206,0.9809523809523809,-0.0,0.0,131,4,2,0,0,0.0,0.6359223300970874,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob080_timer,210,210,176,176,0.8380952380952381,0.03635077044167955,0.0,117,1,1,0,0,0.0,0.6647727272727273,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob081_7458,210,210,210,210,1.0,0.49456,0.0,24,2,1,0,0,0.0,0.11428571428571428,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob082_lfsr32,210,210,103,103,0.49047619047619045,0.039981804687687056,0.0,61,2,2,0,0,0.0,0.5922330097087378,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob083_mt2015_q4b,210,210,203,203,0.9666666666666667,-0.0,0.0,203,7,7,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob084_ece241_2013_q12,210,210,168,168,0.8,0.6641091445427728,0.0,4,2,2,0,0,0.0,0.023809523809523808,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob085_shift4,210,210,197,197,0.9380952380952381,-0.0,0.0,159,2,2,0,0,0.0,0.8071065989847716,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob086_lfsr5,210,210,87,87,0.4142857142857143,0.052835328697397675,0.0,8,1,1,0,0,0.0,0.09195402298850575,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob087_gates,210,210,206,206,0.9809523809523809,0.49470588235294116,0.0,16,5,1,0,0,0.0,0.07766990291262135,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob088_ece241_2014_q5b,210,210,193,193,0.919047619047619,0.02646834477498093,0.0,58,2,2,0,0,0.0,0.3005181347150259,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob089_ece241_2014_q5a,210,210,101,101,0.48095238095238096,0.45925061622157726,0.0832030395402768,1,2,1,0,0,0.00082379247069581,0.009900990099009901,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob090_circuit1,210,210,207,207,0.9857142857142858,0.4944505494505494,0.0,23,5,2,0,0,0.0,0.1111111111111111,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob091_2012_q2b,210,210,192,192,0.9142857142857143,0.6205851063829787,0.24779255319148935,18,4,1,0,0,0.001290586214539007,0.09375,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob092_gatesv100,210,210,115,115,0.5476190476190477,-0.0,0.0,115,3,3,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob093_ece241_2014_q3,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob094_gatesv,210,210,100,100,0.47619047619047616,-0.0,0.0,97,3,3,0,0,0.0,0.97,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob095_review2015_fsmshift,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob096_review2015_fsmseq,210,210,158,158,0.7523809523809524,-0.0,0.0,57,2,2,0,0,0.0,0.36075949367088606,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob097_mux9to1v,210,210,180,180,0.8571428571428571,0.15369614236089954,0.023584618197330744,8,4,1,0,0,0.00013102565665183745,0.044444444444444446,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob098_circuit7,210,210,182,182,0.8666666666666667,0.4985593220338983,0.0,41,1,1,0,0,0.0,0.22527472527472528,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob099_m2014_q6c,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob100_fsm3comb,210,210,192,192,0.9142857142857143,-0.0,0.0,128,4,4,0,0,0.0,0.6666666666666666,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob101_circuit4,210,210,201,201,0.9571428571428572,0.4945074946466809,0.0,25,7,4,0,0,0.0,0.12437810945273632,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob102_circuit3,210,210,194,194,0.9238095238095239,-0.0,0.0,194,4,4,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob103_circuit2,210,210,199,199,0.9476190476190476,-0.0,0.0,199,6,6,0,0,0.0,1.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob104_mt2015_muxdff,210,210,0,0,0.0,,0.0,0,0,0,0,0,0.0,0.0,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob105_rotate100,210,210,186,186,0.8857142857142857,0.0512844117963416,0.00012048910033079446,2,2,1,0,0,6.477908619935186e-07,0.010752688172043012,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob106_always_nolatches,210,210,210,210,1.0,0.38786867000556485,0.14746800222593212,2,4,1,0,0,0.0007022285820282482,0.009523809523809525,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob107_fsm1s,210,210,162,162,0.7714285714285715,0.017789001122334457,0.0,128,2,2,0,0,0.0,0.7901234567901234,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob108_rule90,210,210,73,73,0.3476190476190476,0.582564868288035,0.0,43,1,1,0,0,0.0,0.589041095890411,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob109_fsm1,210,210,183,183,0.8714285714285714,-0.0,0.0,151,2,2,0,0,0.0,0.825136612021858,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob110_fsm2,210,210,156,156,0.7428571428571429,0.03716475095785438,0.0,1,2,1,0,0,0.0,0.00641025641025641,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob111_fsm2s,210,210,166,166,0.7904761904761904,-0.0,0.0,150,2,2,0,0,0.0,0.9036144578313253,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob112_always_case2,210,210,145,145,0.6904761904761905,0.002577319587628859,0.0,31,5,4,0,0,0.0,0.21379310344827587,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob113_2012_q1g,210,210,77,77,0.36666666666666664,0.0023255813953488307,0.0,63,2,1,0,0,0.0,0.8181818181818182,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob114_bugs_case,210,210,203,203,0.9666666666666667,0.28885242913134623,0.08340169537872573,4,4,1,0,0,0.0004108457900429839,0.019704433497536946,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob115_shift18,210,210,184,184,0.8761904761904762,0.25456271815347076,0.01864467517197473,18,2,1,0,0,0.00010132975636942787,0.09782608695652174,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob116_m2014_q3,210,210,30,30,0.14285714285714285,0.3305699481865285,0.0922279792746114,1,3,1,0,0,0.0030742659758203803,0.03333333333333333,0.0
aspdac2026/gpt-4.1-mini_clean_results/VerilogEval-Spec-to-RTL/Prob117_circuit9,210,210,160,160,0.7619047619047619,0.2025258659469186,0.0021659919028340097,41,2,2,0,0,1.3537449392712561e-05,0.25625,0.0
